CODE,UZ,RU,EN
#cancr0005.00191,TINF2 (TERF1-O'zaro ta'sir qiluvchi yadro omili 2) Telomer tuzilishini saqlashda ishtirok etadigan oqsil. Mutatsiyalar diskerozli konjenit va boshqa telomeropatiyalarga olib kelishi mumkin.,"TINF2 (TERF1-Interacting Nuclear Factor 2) Белок, участвующий в поддержании структуры теломер. Мутации могут вызывать дискерозис конгенита и другие теломеропатии.",TINF2 (TERF1-Interacting Nuclear Factor 2) A protein involved in maintaining telomere structure. Mutations can cause dyskerosis congenita and other telomeropathies.
#cancr0005.00192,TJP2 (Tight Junction Protein 2) Qattiq hujayralararo birikmalar hosil bo'lishida ishtirok etadigan oqsil. Mutatsiyalar progressiv oilaviy kolestaz bilan bog'liq.,"TJP2 (Tight Junction Protein 2) Белок, участвующий в формировании плотных межклеточных контактов. Мутации связаны с прогрессирующей семейной холестазой.",TJP2 (Tight Junction Protein 2) A protein involved in the formation of tight intercellular junctions. Mutations are associated with progressive familial cholestasis.
#cancr0005.00193,TMEM127 (Transmembran oqsili 127) Hujayra o'sishini tartibga solishda rol o'ynaydigan oqsil. Mutatsiyalar feokromotsitomalar va paragangliomalar bilan bog'liq.,"TMEM127 (Transmembrane Protein 127) Белок, играющий роль в регуляции клеточного роста. Мутации связаны с феохромоцитомами и параганглиомами.",TMEM127 (Transmembrane Protein 127) A protein that plays a role in the regulation of cell growth. Mutations are associated with pheochromocytomas and paragangliomas.
#cancr0005.00194,"TP53 (Tumor Protein p53) O'smani bostirish, hujayra siklini tartibga solish va apoptozda asosiy rol o'ynaydigan transkripsiya omili. Mutatsiyalar saratonning ko'plab shakllari bilan bog'liq.","TP53 (Tumor Protein p53) Транскрипционный фактор, играющий ключевую роль в супрессии опухолей, регуляции клеточного цикла и апоптозе. Мутации связаны с многочисленными формами рака.","TP53 (Tumor Protein p53) A transcription factor that plays a key role in tumor suppression, cell cycle regulation, and apoptosis. Mutations are associated with numerous forms of cancer."
#cancr0005.00195,TSC1 (tuberoz skleroz 1) Hujayra o'sishi va bo'linishini tartibga solishda ishtirok etadigan oqsil. Mutatsiyalar turli organlarda yaxshi xulqli o'smalar bilan ajralib turadigan tuberous sklerozni keltirib chiqaradi.,"TSC1 (Tuberous Sclerosis 1) Белок, участвующий в регуляции клеточного роста и деления. Мутации вызывают туберозный склероз, характеризующийся доброкачественными опухолями в различных органах.","TSC1 (Tuberous Sclerosis 1) A protein involved in the regulation of cell growth and division. Mutations cause tuberous sclerosis, characterized by benign tumors in various organs."
#cancr0005.00196,TSC2 (Tuberous sklerosis 2) mTOR signalizatsiya yo'lini inhibe qilish uchun TSC1 bilan o'zaro ta'sir qiluvchi oqsil. Mutatsiyalar ham tuberous sklerozga olib keladi.,"TSC2 (Tuberous Sclerosis 2) Белок, взаимодействующий с TSC1 для ингибирования mTOR сигнального пути. Мутации также вызывают туберозный склероз.",TSC2 (Tuberous Sclerosis 2) A protein that interacts with TSC1 to inhibit the mTOR signaling pathway. Mutations also cause tuberous sclerosis.
#cancr0005.00197,"UBE2T (Ubiquitin Conjugating Enzyme E2 T) Ubiquitinatsiya jarayonida ishtirok etadigan, oqsil parchalanishi va hujayra jarayonlarini tartibga solishlik uchun muhim bo'lgan oqsil. Mutatsiyalar Fankoni anemiya sindromi bilan bog'liq.","UBE2T (Ubiquitin Conjugating Enzyme E2 T) Белок, участвующий в процессе убиквитинирования, важном для деградации белков и регуляции клеточных процессов. Мутации связаны с синдромом Fanconi anemia.","UBE2T (Ubiquitin Conjugating Enzyme E2 T) A protein involved in the ubiquitination process, important for protein degradation and regulation of cellular processes. Mutations are associated with Fanconi anemia syndrome."
#cancr0005.00198,UROD (uroporfirinogen dekarboksilaza) Gem biosintezida ishtirok etadigan ferment. Mutatsiyalar porfiriya kutana tardega olib keladi.,"UROD (Uroporphyrinogen Decarboxylase) Фермент, участвующий в биосинтезе гема. Мутации вызывают порфирию кутану тарду.",UROD (Uroporphyrinogen Decarboxylase) An enzyme involved in heme biosynthesis. Mutations cause porphyria cutanea tardu.
#cancr0005.00199,"VHL (Von Hippel-Lindau o'simtalarini bostiruvchi) gipoksiyani tartibga solishda ishtirok etadigan o'simta bostiruvchi oqsil. Mutatsiyalar fon Hippel-Lindau kasalligini keltirib chiqaradi, bu ko'plab o'smalar bilan tavsiflanadi.","VHL (Von Hippel-Lindau Tumor Suppressor) Белок-супрессор опухолей, участвующий в регуляции гипоксии. Мутации вызывают болезнь фон Гиппеля-Линдау, характеризующуюся множественными опухолями.","VHL (Von Hippel-Lindau Tumor Suppressor) A tumor suppressor protein involved in the regulation of hypoxia. Mutations cause von Hippel-Lindau disease, characterized by multiple tumors."
#cancr0005.00200,WAS (Wiskott-Aldrich sindromi) - aktin sitoskeletini tartibga solishda ishtirok etadigan oqsil. Mutatsiyalar immunitet tanqisligi va trombotsitopeniya bilan tavsiflangan Wiskott-Aldrich sindromini keltirib chiqaradi.,"WAS (Wiskott-Aldrich Syndrome)Белок, участвующий в регуляции актинового цитоскелета. Мутации вызывают синдром Вискотта-Олдрича, характеризующийся иммунодефицитом и тромбоцитопенией.","WAS (Wiskott-Aldrich Syndrome) A protein involved in the regulation of the actin cytoskeleton. Mutations cause Wiskott-Aldrich syndrome, characterized by immunodeficiency and thrombocytopenia."
#cancr0005.00201,WNT10A (Wnt Oila a'zosi 10A) embrion rivojlanishi va hujayra proliferatsiyasi uchun muhim bo'lgan Wnt signalizatsiya yo'lida ishtirok etadigan oqsil. Mutatsiyalar turli xil rivojlanish anomaliyalari bilan bog'liq bo'lishi mumkin.,"WNT10A (Wnt Family Member 10A)Белок, участвующий в сигнальном пути Wnt, важном для эмбрионального развития и клеточной пролиферации. Мутации могут быть связаны с различными аномалиями развития.","WNT10A (Wnt Family Member 10A)A protein involved in the Wnt signaling pathway, which is important for embryonic development and cell proliferation. Mutations can be associated with various developmental abnormalities."
#cancr0005.00202,"WRAP53 (TP53ga WD Repeat Containing Antisense to TP53) Telomeraza stabilizatsiyasi va lokalizatsiyasini tartibga soluvchi, shuningdek, DNKni tiklash jarayonida rol o'ynaydigan oqsil. Mutatsiyalar turli kasalliklar, jumladan, diskeroz konjenit bilan bog'liq.","WRAP53 (WD Repeat Containing Antisense to TP53)Белок, регулирующий стабилизацию и локализацию теломеразы, а также играющий роль в процессе репарации ДНК. Мутации связаны с различными заболеваниями, включая дискерозис конгенита.","WRAP53 (WD Repeat Containing Antisense to TP53)A protein that regulates telomerase stabilization and localization, and also plays a role in DNA repair. Mutations are associated with various diseases, including dyskerosis congenita."
#cancr0005.00203,"WRN Verner sindromi RecQ Helicase kabi) Helikaz genomik barqarorlikni saqlashda ishtirok etadi. Mutatsiyalar Verner sindromini keltirib chiqaradi, bu erta qarish va saraton xavfining oshishi bilan tavsiflanadi.","WRN Werner Syndrome RecQ Like Helicase) Геликаза, участвующая в поддержании геномной стабильности. Мутации вызывают синдром Вернера, характеризующийся преждевременным старением и повышенным риском рака.","WRN Werner Syndrome RecQ Like Helicase) A helicase involved in maintaining genomic stability. Mutations cause Werner syndrome, characterized by premature aging and an increased risk of cancer."
#cancr0005.00204,WT1 (Wilms Tumor 1) Buyrak va jinsiy bez rivojlanishida rol o'ynaydigan transkripsiya omili. Mutatsiyalar Wilms shishi va boshqa sindromlar bilan bog'liq.,"WT1 (Wilms Tumor 1)Транскрипционный фактор, играющий роль в развитии почек и гонад. Мутации связаны с опухолью Вильмса и другими синдромами.",WT1 (Wilms Tumor 1)A transcription factor that plays a role in the development of the kidneys and gonads. Mutations are associated with Wilms tumor and other syndromes.
#cancr0005.00205,"XPA (Xeroderma Pigmentosum, Komplementatsiya guruhi A) ultrabinafsha nurlanish natijasida kelib chiqqan DNK shikastlanishini tiklashda ishtirok etadigan oqsil. Mutatsiyalar ultrabinafsha nurlanishiga yuqori sezuvchanlik va teri saratoni xavfi bilan tavsiflangan kseroderma pigmentozini keltirib chiqaradi.","XPA (Xeroderma Pigmentosum, Complementation Group A) Белок, участвующий в репарации повреждений ДНК, вызванных ультрафиолетовым излучением. Мутации вызывают ксеродерму пигментозу, характеризующуюся повышенной чувствительностью к ультрафиолету и риском рака кожи.","XPA (Xeroderma Pigmentosum, Complementation Group A) A protein involved in the repair of DNA damage caused by ultraviolet radiation. Mutations cause xeroderma pigmentosis, characterized by increased sensitivity to ultraviolet radiation and the risk of skin cancer."
#cancr0005.00206,"XPC (Xeroderma Pigmentosum, Komplementatsiya guruhi C) DNKning nukleotidlar eksizyonini tiklash jarayonida ishtirok etadigan oqsil. Mutatsiyalar kseroderma pigmentozini ham keltirib chiqaradi.","XPC (Xeroderma Pigmentosum, Complementation Group C) Белок, участвующий в процессе нуклеотидной эксцизионной репарации ДНК. Мутации также вызывают ксеродерму пигментозу.","XPC (Xeroderma Pigmentosum, Complementation Group C) A protein involved in the process of nucleotide excision repair of DNA. Mutations also cause xeroderma pigmentosis."
#cancr0005.00207,XRCC2 (X-Ray Repair Cross Complementing 2) Gomologik rekombinatsiya va DNKni tiklashda ishtirok etadigan oqsil. Mutatsiyalar turli xil saraton turlarini rivojlanish xavfi bilan bog'liq bo'lishi mumkin.,"XRCC2 (X-Ray Repair Cross Complementing 2)Белок, участвующий в гомологичной рекомбинации и репарации ДНК. Мутации могут быть связаны с повышенным риском различных видов рака.",XRCC2 (X-Ray Repair Cross Complementing 2) A protein involved in homologous recombination and DNA repair. Mutations may be associated with an increased risk of various cancers.
#cancr0005.00208,"XRCC3 (X-Ray Repair Cross Complementing 3) Gomologik rekombinatsiya va DNKni tiklashda ishtirok etadigan oqsil. Mutatsiyalar, shuningdek, saratonning har xil turlarini rivojlanish xavfi bilan bog'liq bo'lishi mumkin.","XRCC3 (X-Ray Repair Cross Complementing 3)Белок, участвующий в гомологичной рекомбинации и репарации ДНК. Мутации также могут быть связаны с повышенным риском различных видов рака.",XRCC3 (X-Ray Repair Cross Complementing 3) A protein involved in homologous recombination and DNA repair. Mutations may also be associated with an increased risk of various cancers.
#cancr0012.00000,IHCga xos gormonlar immunohistokimyosi,ИГХ специфическое_Гормоны иммуногистохимии,IHC specific_Immunohistochemistry hormones
#cancr0012.00001,Estrogen,Эстроген,Estrogen
#cancr0012.00002,Progesteron,Прогестерон,Progesterone
#cancr0012.00003,har-2 neu,her-2 neu,her-2 neu
#cancr0012.00004,Ki-67,Ki-67,Ki-67
#cancr0012.00005,PD-L1,PD-L1,PD-L1
#cancr0013.00000,Tadqiqot nomi,Наименование Исследования,Research Title
#cancr0013.00001,IHC-ga xos,ИГХ специфические,IHC specific
#cancr0013.00002,IHC o'ziga xos bo'lmagan,ИГХ неспецифические,IHC non-specific
#cancr0013.00003,TNM tasnifi,TNM классификация,TNM classification
#cancr0013.00004,Molekulyar genetik tadqiqotlar,Молекулярно-генетическое исследование,Molecular genetic testing
#cancr0022.00000,Onkologik operatsiyalar,Операции онкологии,Oncology operations
#cancr0022.00001,oddiy sut amputatsiyasi,простая ампутация молочной железы,simple amputation of the mammary gland
#cancr0022.00002,limfa tugunlari bilan ko'krakning radikal rezektsiyasi,радикальная резекция молочной железы с лимфодиссекцией,radical resection of the mammary gland with lymph node dissection
#cancr0022.00003,ko'krak lumpektomiyasi,лампэктомия молочной железы,lumpectomy of the mammary gland
#cancr0022.00004,limfa tugunlari diseksiyasi bilan ko'krakning palliativ amputatsiyasi,паллиативная ампутация молочной железы с лимфодиссекцией,palliative amputation of the mammary gland with lymph node dissection
#cancr0022.00005,radikal rezektsiyadan keyin TDL qopqog'i bilan plastik jarrohlik,пластическая операция ТДЛ лоскутом после радикальной резекции,plastic surgery with TDL flap after radical resection
#cancr0022.00006,xo'ppoz yoki kist bo'shlig'ini drenajlash,дренирование абсцесса или полости кисты,abscess or cyst cavity drainage
#cancr0022.00007,adrenalektomiya,адреналэктомия,adrenalectomy
#cancr0022.00008,gastrektomiya,гастрэктомия,gastrectomy
#cancr0022.00009,jigar rezektsiyasi,резекция печени,liver resection
#cancr0022.00010,ostoma,наложение стомы,ostomy
#cancr0022.00011,o'n ikki barmoqli ichak rezektsiyasi,резекция двенадцатиперстной кишки,resection of the duodenum
#cancr0022.00012,ingichka ichak rezektsiyasi,резекция тонкого кишечника,small intestine resection
#cancr0022.00013,kengaytirilgan gastrektomiya,расширенная гастрэктомия,extended gastrectomy
#cancr0022.00014,"kengaytirilgan gastrektomiya, qizilo'ngachning n/3 qismini rezektsiya qilish","расширенная гастрэктомия, с резекцией н/3 части пищевода","extended gastrectomy, with resection of the lower third of the esophagus"
#cancr0022.00015,hemigeptektomiya,гемигепатэктомия,hemihepatectomy
#cancr0022.00016,jigardan tashqari kanallarni rezektsiya qilish,резекция внепеченочных протоков,resection of extrahepatic ducts
#cancr0022.00017,kombinatsiyalangan gastrektomiya,комбинированная гастрэктомия,combined gastrectomy
#cancr0022.00018,qizilo'ngachning n/3 qismini rezektsiya qilish bilan kombinatsiyalangan gastrektomiya,"комбинированная гастрэктомия, с резекцией н/3 части пищевода","combined gastrectomy, with resection of the lower third of the esophagus"
#cancr0022.00019,retroperitoneal noorgan o'smalarini olib tashlash,удаление забрюшинных неорганных опухолей,removal of retroperitoneal non-organ tumors
#cancr0022.00020,distal subtotal gastrektomiya,дистально субтотальная резекция желудка,distal subtotal gastrectomy
#cancr0022.00021,oshqozon osti bezi dumini rezektsiya qilish + splenektomiya,резекция хвоста поджелудочной железы + спленэктомия,resection of the tail of the pancreas + splenectomy
#cancr0022.00022,proksimal subtotal gastrektomiya,проксимально субтотальная резекция желудка,proximal subtotal gastrectomy
#cancr0022.00023,qorin old devori shishini olib tashlash,удаление опухоли передней брюшной стенки,removal of tumor of the anterior abdominal wall
#cancr0022.00024,"laparotomiya, yopishishlarni ajratish (yopishqoqlarni ajratish)","лапаротомия, отделение спаек (разъединение спаек)","laparotomy, separation of adhesions (disconnection of adhesions)"
#cancr0022.00025,oshqozon devorining iqtisodiy rezektsiyasi,экономная резекция стенки желудка,economical resection of the stomach wall
#cancr0022.00026,"oshqozon osti bezining rezektsiyasi, pankreato-gastroanastomoz","резекция поджелудочной железы, панкреато-гастроанастамоз","resection of the pancreas, pancreato-gastroanastomosis"
#cancr0022.00027,Oshqozonni sun'iy almashtirish rezervuarini yaratish bilan gastrektomiya (1-toifa),гастрэктомия с созданием искусственного желудкозамещающего резервуара (по 1 типу),gastrectomy with creation of an artificial gastric-substituting reservoir (type 1)
#cancr0022.00028,sun'iy oshqozonni almashtirish rezervuarini yaratish bilan gastrektomiya (2-toifa),гастрэктомия с созданием искусственного желудкозамещающего резервуара (по 2 типу),gastrectomy with creation of an artificial gastric-substituting reservoir (type 2)
#cancr0022.00029,tikuvchi o'simta teshilishi,ушивание туморозной перфорации,suturing of tumor perforation
#cancr0022.00030,oshqozon bo'g'inining kombinatsiyalangan ekstirpatsiyasi,комбинированная экстирпация культи желудка,combined extirpation of the gastric stump
#cancr0022.00031,oshqozon po'stlog'ining ekstirpatsiyasi,экстирпация культи желудка,extirpation of the gastric stump
#cancr0022.00032,oshqozonning 2/3 qismini rezektsiya qilish,резекция 2/3 части желудка,resection of 2/3 of the stomach
#cancr0022.00033,palliativ gastrektomiya,паллиативная гастрэктомия,palliative gastrectomy
#cancr0022.00034,palliativ distal subtotal gastrektomiya,паллиативная дистально субтотальная резекция желудка,palliative distal subtotal gastrectomy
#cancr0022.00035,pankreatoduodenal rezektsiya (PDR),панкреатодуоденальная резекция (ПДР),pancreatoduodenal resection (PDR)
#cancr0022.00036,"relaparotomiya, qorin bo'shlig'ining sanitariyasi, stoma","релапаротомия, санация брюшной полости, наложение стомы","relaparotomy, sanitation of the abdominal cavity, imposition stomas"
#cancr0022.00037,splenektomiya,спленэктомия,splenectomy
#cancr0022.00038,perkutan transhepatik xolangiostomiya (PTCHS),чрескожно-чреспеченочная холангиостомия (ЧЧХС),percutaneous transhepatic cholangiostomy (PTC)
#cancr0022.00039,transduodenal papillektomiya,трансдуоденальная папиллэктомия,transduodenal papillectomy
#cancr0022.00040,xoletsistektomiya,холецистэктомия,cholecystectomy
#cancr0022.00041,qizilo'ngach-jejunal anastomozning rezektsiyasi,резекция эзофаго-еюно анастомоза,resection of esophagojejunal anastomosis
#cancr0022.00042,transanal rektal o'smani olib tashlash,трансанальное удаление опухоли прямой кишки,transanal removal of rectal tumor
#cancr0022.00043,ileo-ko'ndalang anastomoz bilan o'ng hemikolektomiya,правосторонняя гемиколэктомия с наложением илео-трансверзо анастомоза,right hemicolectomy with ileo-transverse anastomosis
#cancr0022.00044,transvers-rektal anastomoz bilan chap tomonlama hemikolektomiya,левосторонняя гемиколэктомия с наложением трансверзо-ректального анастомоза,left hemicolectomy with transverse-rectal anastomosis
#cancr0022.00045,ileo-sigma anastomozi bilan subtotal kolektomiya,субтотальная колэктомия с наложением илео-сигма анастомоза,subtotal colectomy with ileo-sigmoid anastomosis
#cancr0022.00046,dessendo-rektal anastomoz bilan sigmoidektomiya,сигмоидэктомия с наложением десцендо-ректального анастомоза,sigmoidectomy with descendo-rectal anastomosis
#cancr0022.00047,Hartman operatsiyasi,операция Гартмана,Hartmann's operation
#cancr0022.00048,bir barrelli kolostoma bilan oldingi rektal rezektsiya,передняя резекция прямой кишки с наложением одноствольной колостомы,anterior resection of the rectum with single-barrel colostomy
#cancr0022.00049,reduksiya bilan to'g'ri ichakning abdominal-anal rezektsiyasi,брюшно-анальная резекция прямой кишки с низведением,abdominoanal resection of the rectum with pull-down
#cancr0022.00050,to'g'ri ichakning abdominoperineal ekstirpatsiyasi,брюшно-промежностная экстирпация прямой кишки,abdominoperineal extirpation of the rectum
#cancr0022.00051,ileostomiya bilan umumiy kolektomiya,тотальная колэктомия с илеостомой,total colectomy with ileostomy
#cancr0022.00052,ileostomiya bilan umumiy kolproektomiya,тотальная колпроэктомия с илеостомой,total colproectomy with ileostomy
#cancr0022.00053,kolostomani anastomoz bilan yopish,закрытие колостомы с наложением анастомоза,colostomy closure with anastomosis
#cancr0022.00054,ileorektal anastomoz bilan umumiy kolektomiya,тотальная колэктомия с наложением илео-ректального анастамоза,total colectomy with ileo-rectal anastomosis
#cancr0022.00055,umumiy kolektomiyadan keyin ingichka ichakdan rezervuarlar yaratish (j-naych w-naych),создание резервуаров из тонкой кишки (j-nayч w-nayч) после тотальной колэктомии,creation of reservoirs from the small intestine (j-nayч w-nayч) after total colectomy
#cancr0022.00056,"to'g'ri ichakning abdominoperineal ekstirpatsiyasidan keyin neorektum, neosfinkterni yaratish","создание неоректума, неосфинктера после брюшно-промежностной экстирпации прямой кишки","creation of neorectum, neosphincter after abdominoperineal extirpation of the rectum"
#cancr0022.00057,dumaloq stapler yordamida anastomoz bilan to'g'ri ichakning oldingi ultra-past rezektsiyasi,передняя ультранизкая резекции прямой кишки с наложением анастамоза при помощи циркулярно-сшивающего аппарата,anterior ultra-low resection of the rectum with the imposition of anastomosis using a circular-suturing device
#cancr0022.00058,"kolostomani, ileostomiyani olib tashlash","выведение колостомы, илеостомы","creation of colostomy, ileostomy"
#cancr0022.00059,limfa tugunlarini kesish bilan radikal nefrektomiya,радикальная нефрэктомия с лимфодиссекцией,radical nephrectomy with lymph node dissection
#cancr0022.00060,"limfa tugunlari diseksiyasi bilan radikal nefrektomiya, trombektomiya","радикальная нефрэктомия с лимфодиссекцией, тромбэктомия","radical nephrectomy with lymph node dissection, thrombectomy"
#cancr0022.00061,buyrak rezektsiyasi,резекция почки,resection of the kidney
#cancr0022.00062,palliativ nefrektomiya,паллиативная нефрэктомия,palliative nephrectomy
#cancr0022.00063,siydik pufagi rezektsiyasi bilan nefroureterektomiya,нефруретерэктомия с резекцией мочевого пузыря,nephroureterectomy with bladder resection
#cancr0022.00064,diagnostik laparotomiya. qayta ko'rib chiqish. drenaj.,диагностическая лапаротомия. ревизия. дренирование.,diagnostic laparotomy. revision. drainage.
#cancr0022.00065,diagnostik laparotomiya. qayta ko'rib chiqish. drenaj. biopsiya.,диагностическая лапаротомия. ревизия. дренирование. биопсия.,diagnostic laparotomy. revision. drainage. biopsy.
#cancr0022.00066,diagnostik laparoskopiya. qayta ko'rib chiqish. drenaj.,диагностическая лапароскопия. ревизия. дренирование.,diagnostic laparoscopy. revision. drainage.
#cancr0022.00067,diagnostik laparoskopiya. qayta ko'rib chiqish. drenaj. biopsiya,диагностическая лапароскопия. ревизия. дренирование. биопсия,diagnostic laparoscopy. revision. drainage. biopsy
#cancr0022.00068,relaparotomiya. qayta ko'rib chiqish. qayta tashkil etish drenaj.,релапаротомия. ревизия. санация. дренирование.,relaparotomy. revision. sanitation. drainage.
#cancr0022.00069,Quviqning TUR,ТУР мочевого пузыря,TUR of the bladder
#cancr0022.00070,Quviq reTUR,реТУР мочевого пузыря,retUR of the bladder
#cancr0022.00071,siydik pufagining rezektsiyasi. epitsistostomiya.,резекция мочевого пузыря. эпицистостомия.,resection of the bladder. epicystostomy.
#cancr0022.00072,siydik pufagini qayta ko'rib chiqish. biopsiya. epitsistostomiya.,ревизия мочевого пузыря. биопсия. эпицистостомия.,revision of the bladder. biopsy. epicystostomy.
#cancr0022.00073,"Ikki tomondan kistprostatektomiya, ureterokutoneostomiya (UX)",цистпростатэктомия с 2-х сторон уретерокутонеостомия (укс),cystprostatectomy from both sides ureterocutoneostomy (UCS)
#cancr0022.00074,kistprostatektomiya. g'isht ustidagi urostomiyaning shakllanishi,цистпростатэктомия. формирование уростомы по бриккеру,cystprostatectomy. formation of a urostomy according to Bricker
#cancr0022.00075,kistprostatektomiya. yo'g'on ichakdan siydik rezervuarining shakllanishi. appendikostomiya.,цистпростатэктомия. формирование мочевого резервуара из толстой кишки. аппендикостомия.,cystprostatectomy. formation of a urinary reservoir from the colon. appendicostomy.
#cancr0022.00076,"Ikki tomondan sistektomiya, ureterokutoneostomiya (Buyuk Britaniya)",цистэктомия с 2-х сторон уретерокутонеостомия (укс),cystectomy from both sides ureterocutoneostomy (uks)
#cancr0022.00077,sistektomiya. yo'g'on ichakdan siydik rezervuarining shakllanishi. appendikostomiya.,цистэктомия. формирование мочевого резервуара из толстой кишки. аппендикостомия.,cystectomy. formation of a urinary reservoir from the colon. appendicostomy.
#cancr0022.00078,sistektomiya. Briker urostomiyasi shakllanishi,цистэктомия. формирование уростомы по Бриккеру,cystectomy. formation of a urostomy according to Bricker
#cancr0022.00079,"ikkala tomonning tos a'zolarining oldingi ichini tozalash, ureterokutoneostomiya (UC)",передняя эвисцерация органов малого таза с 2х сторон уретерокутонеостомия (укс),anterior evisceration of the pelvic organs from both sides ureterocutoneostomy (uks)
#cancr0022.00080,tos a'zolarining oldingi ichi chiqishi. Bricker bo'yicha urostomiyaning shakllanishi.,передняя эвисцерация органов малого таза. формирование уростомы по Бриккеру.,anterior evisceration of the pelvic organs. formation of a urostomy according to Bricker.
#cancr0022.00081,tos a'zolarining oldingi ichi chiqishi. yo'g'on ichakdan siydik rezervuarining shakllanishi. appendikostomiya.,передняя эвисцерация органов малого таза. формирование мочевого резервуара из толстой кишки. аппендикостомия.,anterior evisceration of the pelvic organs. formation of a urinary reservoir from the colon. appendicostomy.
#cancr0022.00082,limfa tugunlari diseksiyasi bilan radikal prostatektomiya.,радикальная простатэктомия с лимфодиссекцией.,radical prostatectomy with lymph node dissection.
#cancr0022.00083,ekskursiya adenomasi,тур аденомы,tour of adenoma
#cancr0022.00084,adenomektomiya. epitsistostomiya.,аденомэктомия. эпицистостомия.,adenomectomy. epicystostomy.
#cancr0022.00085,orxofunikulektomiya,орхофуникулэктомия,orchofuniculectomy
#cancr0022.00086,Chevassu operatsiyasi,операция Шевассю,Chevassu operation
#cancr0022.00087,retroperitoneal limfadenektomiya,лимфаденэктомия забрюшинного пространства,retroperitoneal lymphadenectomy
#cancr0022.00088,2 tomonlama orxiektomiya,2-х стороння орхиэктомия,bilateral orchiectomy
#cancr0022.00089,penektomiya,пенэктомия,penectomy
#cancr0022.00090,siydik pufagidagi toshlarning transuretral sistolitotripsi,трансуретральная цистолитотрипсия конкрементов мочевого пузыря,transurethral cystolithotripsy of bladder stones
#cancr0022.00091,tashqi genitoüriner organlarning shakllanishi uchun minimal invaziv jarrohlik (polipektomiya va boshqalar).,малоинвазивная операция при образованиях наружных мочеполовых органов (полипэктомия и др.),"minimally invasive surgery for external urogenital tract lesions (polypectomy, etc.)"
#cancr0022.00092,ureteral toshlarning transuretral ureterolitotripsi,трансуретральная уретеролитотрипсия конкрементов мочеточника,transurethral ureterolithotripsy of ureteral stones
#cancr0022.00093,ureteropyeloskopiya (biopsiya),уретеропиелоскопия (биопсия),ureteropyeloscopy (biopsy)
#cancr0022.00094,nefroskopiya,нефроскопия,nephroscopy
#cancr0022.00095,SC nefrostomiyasi,п/к нефростомия,sc nephrostomy
#cancr0022.00096,SC sistostomiyasi,п/к цистостомия,sc cystostomy
#cancr0022.00097,SC nefrolitotomiya,п/к нефролитотомия,sc nephrolithotomy
#cancr0022.00098,ureteroplastika,пластика мочеточника,ureteroplasty
#cancr0022.00099,siydik yo'llarining stentlanishi,стентирование мочеточника,ureteral stenting
#cancr0022.00100,uretral rezektsiya. uretroplastika,резекция уретры. пластика уретры,urethral resection. urethral plastic surgery
#cancr0022.00101,ureterosistneoanastamoz bilan gemisistektomiya. Epitsistostomiya,гемицистэктомия с уретероцистнеоанастамозом. Эпицистостомия,hemicistectomy with ureterocystneoanastomosis. Epicystostomy
#cancr0022.00102,ureterosistneoanastomoz,наложение уретероцистнеоанастамоза,Ureterocystneoanastomosis
#cancr0022.00103,sunnat,циркумцизия,Circumcision
#cancr0022.00104,ileo-obturator limfa tugunlarining diseksiyasi,подвздошно- обтураторная лимфодиссекция,Ileal-obturator lymph node dissection
#cancr0022.00105,yo'g'on ichakning uzluksizligini tiklash uchun rekonstruktiv jarrohlik,реконструктивно-восстановительная операция восстановление непрерывности толстой кишки,Reconstructive surgery to restore colon continuity
#cancr0022.00106,kolostoma va ileostomiyani yopish,закрытие колостомы и илеостомы,Colostomy and ileostomy closure
#cancr0022.00107,bachadon bo'yni konizatsiyasi,конизация шейки матки,Cervical conization
#cancr0022.00108,laparosentez,лапароцентез,Laparocentesis
#cancr0022.00109,vulvektomiya,вульвэктомия,Vulvectomy
#cancr0022.00110,kengaytirilgan vulvektomiya (vulvektomiya va Duquesne operatsiyasi),расширенная вульвэктомия (вульвэктомия и операция дюкена),Extended vulvectomy (vulvectomy and Duquesne operation)
#cancr0022.00111,tubovariektomiya,тубовариоэктомия,Tubovariectomy
#cancr0022.00112,bachadon va qo'shimchalarning amputatsiyasi,ампутация матки с придатками,Amputation of the uterus with appendages
#cancr0022.00113,qo'shimchalarsiz bachadon amputatsiyasi,ампутация матки без придатков,Amputation of the uterus without appendages
#cancr0022.00114,bachadonni qo'shimchalar bilan ekstirpatsiya qilish,экстирпация матки с придатками,Extirpation of the uterus with appendages
#cancr0022.00115,qo'shimchalarsiz histerektomiya,экстирпация матки без придатков,Extirpation of the uterus without appendages
#cancr0022.00116,"bachadonni qo'shimchalar bilan ekstirpatsiya qilish, omentektomiya","экстирпация матки с придатками, оментэктомия","Extirpation of the uterus with appendages, omentectomy"
#cancr0022.00117,bachadonni qo'shimchalar bilan uzaytirish (Vertheim operatsiyasi),расширенная экстирпация матки с придатками (операция Вертгейма),Extended extirpation of the uterus with appendages (Wertheim operation)
#cancr0022.00118,tuxumdonlarning transpozitsiyasi bilan kengaytirilgan histerektomiya,расширенная экстирпация матки с транспозицией яичников,Extended extirpation of the uterus with transposition of the ovaries
#cancr0022.00119,traxelektomiya,трахелэктомия,Trachelectomy
#cancr0022.00120,tashqi ayol jinsiy a'zolarining kriyodestruktsiyasi,криодеструкция наружных женских половых органов,cryodestruction of external female genitalia
