Codes;Eng;Ru;Uzb
61520005;Total osteoplasty of maxilla;Полная остеопластика верхней челюсти;Yuqori jag‘ni to‘liq osteoplastika qilish
77871009;Total osteotomy of mandible;Полная остеотомия нижней челюсти;Pastki jag‘ni to‘liq osteotomiya qilish
78136005;Total osteotomy of maxilla;Полная остеотомия верхней челюсти;Yuqori jag‘ni to‘liq osteotomiya qilish
9524002;Total pancreatectomy;Полное удаление поджелудочной железы;Oshqozon osti bezini to‘liq olib tashlash
174697009;Total pancreatectomy and excision of surrounding tissue;Полное удаление поджелудочной железы с иссечением окружающих тканей;Oshqozon osti bezini atrof to‘qimalar bilan birga to‘liq olib tashlash
76077004;Total pancreatectomy with transplant;Полное удаление поджелудочной железы с трансплантацией;Oshqozon osti bezini transplantatsiya bilan to‘liq olib tashlash
69036001;Total pancreaticoduodenectomy;Полная панкреатодуоденэктомия;Pankreatoduodenektomiya to‘liq
171995003;Total parathyroidectomy and parathyroid tissue transplant;Полное удаление паращитовидных желез с трансплантацией ткани;Qalqonsimon oldi bezlarni to‘liq olib tashlash va to‘qimani ko‘chirib o‘tkazish
1354749005;Total parathyroidectomy and parathyroid tissue transposition;Полное удаление паращитовидных желез с перемещением ткани;Qalqonsimon oldi bezlarni to‘liq olib tashlash va joyini o‘zgartirish
225372007;Total parenteral nutrition;Полное парентеральное питание;To‘liq parenteral oziqlantirish
172661001;Total petrosectomy;Полное удаление каменистой части височной кости;Chakka suyagining toshsimon qismini to‘liq olib tashlash
371407007;Total phalangectomy;Полное удаление фаланги;Barmoq falangasini to‘liq olib tashlash
303621003;Total pharyngectomy;Полное удаление глотки;Halqumni to‘liq olib tashlash
736295006;Total pharyngectomy with reconstruction using free flap;Полное удаление глотки с реконструкцией свободным лоскутом;Halqumni erkin to‘qima bilan rekonstruksiya qilib to‘liq olib tashlash
232546000;Total pharyngolaryngectomy;Полное удаление глотки и гортани;Halqum va hiqildoqni to‘liq olib tashlash
49795001;Total pneumonectomy;Полное удаление лёгкого;O‘pkani to‘liq olib tashlash
235364003;Total proctectomy;Полное удаление прямой кишки;To‘g‘ri ichakni to‘liq olib tashlash
787109009;Total proctocolectomy;Полное удаление прямой и ободочной кишки;To‘g‘ri va yo‘g‘on ichakni to‘liq olib tashlash
2,38241E+14;Total prosthetic arthroplasty of bilateral hip joints;Тотальное эндопротезирование обоих тазобедренных суставов;Ikkala son bo‘g‘imini protez bilan to‘liq almashtirish
2,38251E+14;Total prosthetic arthroplasty of left elbow joint;Тотальное эндопротезирование левого локтевого сустава;Chap tirsak bo‘g‘imini protez bilan to‘liq almashtirish
2,38261E+14;Total prosthetic arthroplasty of right elbow joint;Тотальное эндопротезирование правого локтевого сустава;O‘ng tirsak bo‘g‘imini protez bilan to‘liq almashtirish
239357008;Total prosthetic replacement of bone;Полная замена кости протезом;Suyakni protez bilan to‘liq almashtirish
239358003;Total prosthetic replacement of bone of hand;Полная замена костей кисти протезом;Qo‘l suyaklarini protez bilan to‘liq almashtirish
265160007;Total prosthetic replacement of hip joint not using cement;Полная замена тазобедренного сустава без цемента;Son bo‘g‘imini sementsiz protez bilan to‘liq almashtirish
265157000;Total prosthetic replacement of hip joint using cement;Полная замена тазобедренного сустава с цементом;Son bo‘g‘imini sement bilan protezlab to‘liq almashtirish
265172001;Total prosthetic replacement of knee joint not using cement;Полная замена коленного сустава без цемента;Tizza bo‘g‘imini sementsiz protez bilan to‘liq almashtirish
265170009;Total prosthetic replacement of knee joint using cement;Полная замена коленного сустава с цементом;Tizza bo‘g‘imini sement bilan protezlab to‘liq almashtirish
239360001;Total prosthetic replacement of lunate;Полная замена полулунной кости протезом;Oy shaklli suyakni protez bilan to‘liq almashtirish
239359006;Total prosthetic replacement of scaphoid;Полная замена ладьевидной кости протезом;Qayiqsimon suyakni protez bilan to‘liq almashtirish
178505006;Total prosthetic replacement of temporomandibular joint;Полная замена височно-нижнечелюстного сустава протезом;Chakka-pastki jag‘ bo‘g‘imini protez bilan to‘liq almashtirish
239361002;Total prosthetic replacement of trapezium;Полная замена трапеции протезом;Trapetsiya suyagini protez bilan to‘liq almashtirish
304383000;Total protein measurement;Измерение общего белка;Umumiy oqsil miqdorini aniqlash
312169003;Total pyridinolines measurement;Измерение общего уровня пиридинолинов;Piridinolinlarning umumiy miqdorini aniqlash
172612003;Total reconstruction of external ear using cartilage graft, fascia flap and skin graft;Полная реконструкция наружного уха с использованием хрящевого трансплантата, фасциального лоскута и кожного трансплантата;Tashqi quloqni tog‘ay, fastsiya va teri transplantati bilan to‘liq rekonstruksiya qilish
172613008;Total reconstruction of external ear with cartilage graft and skin flap;Полная реконструкция наружного уха с использованием хрящевого трансплантата и кожного лоскута;Tashqi quloqni tog‘ay va teri lappasi bilan to‘liq rekonstruksiya qilish
172757004;Total reconstruction of nose;Полная реконструкция носа;Burunni to‘liq rekonstruksiya qilish
172767009;Total reconstruction of nose with bone graft and microvascular transferred flap;Полная реконструкция носа с костным трансплантатом и микрососудистым лоскутом;Burunni suyak transplantati va mikroqon tomirli lappa bilan rekonstruksiya qilish
172766000;Total reconstruction of nose with bone graft and skin flap;Полная реконструкция носа с костным трансплантатом и кожным лоскутом;Burunni suyak transplantati va teri lappasi bilan rekonstruksiya qilish
429583007;Total removal of tension free vaginal tape;Полное удаление свободной влагалищной ленты;Qin lentalarini to‘liq olib tashlash
773119007;Total removal of transobturator tape;Полное удаление трансобтураторной ленты;Transobturator lentani to‘liq olib tashlash
397154002;Total repair of truncus arteriosus;Полная коррекция общего артериального ствола;Umumiy arterial stvolni to‘liq tuzatish
16205000;Total repair of truncus arteriosus, Rastelli type operation;Полная коррекция общего артериального ствола, операция типа Растелли;Rastelli usulida umumiy arterial stvolni to‘liq tuzatish
86170008;Total repair of truncus arteriosus, one-stage;Полная коррекция общего артериального ствола, одноэтапная;Umumiy arterial stvolni bir bosqichda to‘liq tuzatish
1231414005;Total replacement of hip joint using autogenous bone graft;Полная замена тазобедренного сустава с использованием аутокостного трансплантата;Son bo‘g‘imini autolog suyak bilan to‘liq almashtirish
1231413004;Total replacement of hip joint using bone allograft;Полная замена тазобедренного сустава с использованием аллотрансплантата кости;Son bo‘g‘imini allograft bilan to‘liq almashtirish
1231415006;Total replacement of hip joint using cage;Полная замена тазобедренного сустава с использованием каркаса;Son bo‘g‘imini karkas bilan to‘liq almashtirish
1231410001;Total replacement of hip joint using impaction bone graft;Полная замена тазобедренного сустава с использованием импакционного костного трансплантата;Son bo‘g‘imini impaktsion suyak grefti bilan to‘liq almashtirish
1231411002;Total replacement of hip joint using mesh;Полная замена тазобедренного сустава с использованием сетки;Son bo‘g‘imini to‘r bilan to‘liq almashtirish
1230048008;Total replacement of hip joint using metal augmentation;Полная замена тазобедренного сустава с использованием металлического усиления;Son bo‘g‘imini metall kuchaytirgich bilan to‘liq almashtirish
1231412009;Total replacement of hip joint using ring;Полная замена тазобедренного сустава с использованием кольца;Son bo‘g‘imini halqa bilan to‘liq almashtirish
1217702001;Total replacement of knee joint using cone;Полная замена коленного сустава с использованием конуса;Tizza bo‘g‘imini konus bilan to‘liq almashtirish
1220622006;Total replacement of knee joint using knee stem;Полная замена коленного сустава с использованием стержня;Tizza bo‘g‘imini sterjen bilan to‘liq almashtirish
1222568007;Total replacement of knee joint using modular metal augmentation;Полная замена коленного сустава с использованием модульного металлического усиления;Tizza bo‘g‘imini modulli metall kuchaytirgich bilan to‘liq almashtirish
1222569004;Total replacement of knee joint using rotating hinge prosthesis;Полная замена коленного сустава с использованием вращающегося шарнирного протеза;Tizza bo‘g‘imini aylanuvchi sharnir protezi bilan to‘liq almashtirish
1222566006;Total replacement of knee joint with bone allograft;Полная замена коленного сустава с аллокостным трансплантатом;Tizza bo‘g‘imini allograft bilan to‘liq almashtirish
1222567002;Total replacement of knee joint with bone autograft;Полная замена коленного сустава с аутокостным трансплантатом;Tizza bo‘g‘imini autograft bilan to‘liq almashtirish
1201734006;Total replacement of knee with impaction bone graft;Полная замена коленного сустава с импакционным костным трансплантатом;Tizza bo‘g‘imini impaktsion suyak grefti bilan to‘liq almashtirish
770606008;Total replacement of left hip joint;Полная замена левого тазобедренного сустава;Chap son bo‘g‘imini to‘liq almashtirish
447034000;Total repositioning of orbit proper;Полное восстановление глазницы;Ko‘z kosasini to‘liq qayta joylashtirish
65291007;Total resection of large intestine;Полное удаление толстой кишки;Yo‘g‘on ichakni to‘liq olib tashlash
1344881003;Total resection of lobe of liver;Полное удаление доли печени;Jigar bo‘lagini to‘liq olib tashlash
112728000;Total revision of hip replacement with use of methyl methacrylate;Полная ревизия эндопротеза тазобедренного сустава с использованием метилметакрилата;Metilmetakrilat bilan son bo‘g‘imi protezini to‘liq qayta operatsiya qilish
70024001;Total rhinectomy;Полное удаление носа;Burunni to‘liq olib tashlash
443435007;Total right hip joint replacement;Полная замена правого тазобедренного сустава;O‘ng son bo‘g‘imini to‘liq almashtirish
443682009;Total right knee joint replacement;Полная замена правого коленного сустава;O‘ng tizza bo‘g‘imini to‘liq almashtirish
439780001;Total sacral corpectomy with decompression of spinal cord, nerve roots and cauda equina by retroperitoneal approach;Полная сакральная корпэктомия с декомпрессией спинного мозга, нервных корешков и конского хвоста ретроперитонеальным доступом;Sakral umurtqa tanasini orqa miya va nervlarni bo‘shatish bilan retroperitoneal yo‘l orqali to‘liq olib tashlash
440007001;Total sacral corpectomy with decompression of spinal cord, nerve roots and cauda equina by transperitoneal approach;Полная сакральная корпэктомия с декомпрессией спинного мозга, нервных корешков и конского хвоста трансбрюшинным доступом;Sakral umurtqa tanasini orqa miya va nervlarni bo‘shatish bilan qorin orqali to‘liq olib tashlash
42995006;Total sacrectomy;Полное удаление крестца;Dumg‘aza suyagini to‘liq olib tashlash
171797004;Total sacrifice of peripheral nerve;Полное пересечение периферического нерва;Periferik nervni to‘liq kesish
300897007;Total salpingectomy;Полное удаление маточной трубы;Bachadon nayini to‘liq olib tashlash
37996003;Total scapulectomy;Полное удаление лопатки;Kurak suyagini to‘liq olib tashlash
8,28431E+14;Total serum calcium, magnesium and phosphate measurement;Измерение общего кальция, магния и фосфата в сыворотке;Qon zardobida umumiy kalsiy, magniy va fosfat miqdorini aniqlash
42262007;Total shoulder replacement;Тотальная замена плечевого сустава;Yelka bo‘g‘imini to‘liq almashtirish
115960007;Total skin electron beam therapy;Электронно-лучевая терапия всей кожи;Butun teri uchun elektron-nur terapiyasi
174776001;Total splenectomy;Полное удаление селезёнки;Taloqni to‘liq olib tashlash
174778000;Total splenectomy and reimplantation of fragments;Полное удаление селезёнки с реимплантацией фрагментов;Taloqni to‘liq olib tashlash va bo‘laklarini qayta joylashtirish
260660009;Total sternotomy;Полная стернотомия;Ko‘krak suyagini to‘liq kesish
287261007;Total substernal thyroidectomy;Подгрудинная тотальная тиреоидэктомия;Ko‘krak osti orqali qalqonsimon bezni to‘liq olib tashlash
179709006;Total synovectomy;Полная синовэктомия;Sinovial qavatni to‘liq olib tashlash
238332006;Total thoracoplasty;Полная торакопластика;Ko‘krak qafasini to‘liq plastikasi
43450002;Total thymectomy;Полное удаление тимуса;Timusni to‘liq olib tashlash
24443003;Total thyroidectomy;Полное удаление щитовидной железы;Qalqonsimon bezni to‘liq olib tashlash
1208352002;Total thyroidectomy using robotic assistance;Полное удаление щитовидной железы с использованием роботической помощи;Robot yordamida qalqonsimon bezni to‘liq olib tashlash
237486002;Total thyroidectomy with cervical lymph node dissection;Полное удаление щитовидной железы с шейной лимфодиссекцией;Bo‘yin limfa tugunlari bilan qalqonsimon bezni to‘liq olib tashlash
313408009;Total thyroxine measurement;Измерение общего тироксина;Umumiy tiroksin miqdorini aniqlash
176418008;Total transscrotal excision of bilateral testes;Полное удаление обоих яичек через мошонку;Ikkala moyakni skrotum orqali to‘liq olib tashlash
415732003;Total treponema antibody level;Общий уровень антител к трепонеме;Treponemaga qarshi umumiy antitanalar darajasi
51607004;Total ureterectomy;Полное удаление мочеточника;Siydik yo‘lini to‘liq olib tashlash
47712005;Total ureterectomy of ectopic ureter by combined approach;Полное удаление эктопического мочеточника комбинированным доступом;Ektopik siydik yo‘lini kombinatsiyalangan usulda to‘liq olib tashlash
754000;Total urethrectomy;Полное удаление уретры;Uretrani to‘liq olib tashlash
1983001;Total urethrectomy including cystostomy in female;Полное удаление уретры с цистостомией у женщин;Ayollarda uretrani sistostomiya bilan birga to‘liq olib tashlash
31223002;Total urethrectomy including cystostomy in male;Полное удаление уретры с цистостомией у мужчин;Erkaklarda uretrani sistostomiya bilan birga to‘liq olib tashlash
176597000;Total vulvectomy;Полное удаление вульвы;Vulvani to‘liq olib tashlash
391558003;Total white blood count;Общее количество лейкоцитов;Leykotsitlarning umumiy soni
85476000;Total wrist replacement;Тотальная замена лучезапястного сустава;Bilak bo‘g‘imini to‘liq almashtirish
386476006;Touch;Прикосновение;Tegish
430854000;Touch preparation of specimen;Контактная подготовка образца;Namunani kontakt usulida tayyorlash
229603003;Touch weight-bearing gait training;Обучение ходьбе с частичной нагрузкой;Qisman yuklama bilan yurish bo‘yicha trening
229596005;Touch weight-bearing gait training on stairs;Обучение ходьбе с частичной нагрузкой по лестнице;Zinada qisman yuklama bilan yurish bo‘yicha trening
225879006;Touching the deceased;Прикосновение к умершему;Marhumga tegish
241738003;Tourniquet cuff deflation;Сдувание манжеты жгута;Jgut manjetini bo‘shatish
241733007;Tourniquet cuff inflation;Надувание манжеты жгута;Jgut manjetini shishirish
398260007;Tourniquet positioned on patient;Наложение жгута;Jgutni qo‘yish
241731009;Tourniquet positioning (uninflated);Установка жгута (без надувания);Jgutni joylashtirish (shishirilmagan holda)
241730005;Tourniquet procedure;Процедура с жгутом;Jgut bilan muolaja
241737008;Tourniquet release;Ослабление жгута;Jgutni bo‘shatish
241732002;Tourniquet removal (already released);Удаление жгута (после ослабления);Jgutni olib tashlash (oldin bo‘shatilgan)
121710001;Toxaphene measurement;Измерение токсафена;Toksaften miqdorini aniqlash
122130007;Toxic mushroom identification;Идентификация ядовитых грибов;Zaharli qo‘ziqorinlarni aniqlash
122131006;Toxic plant identification;Идентификация ядовитых растений;Zaharli o‘simliklarni aniqlash
40167001;Toxicology screen, sedatives;Токсикологический скрининг (седативные средства);Toksikologik skrining (sedativlar)
314076009;Toxicology screening test;Токсикологический скрининг;Toksikologik skrining
74763008;Toxicology substance measurement;Измерение токсических веществ;Toksik moddalarni aniqlash
43943009;Toxicology testing for ANTU;Токсикологический тест на АНТУ;ANTU bo‘yicha toksikologik test
36374009;Toxicology testing for Cl-HC insecticide;Токсикологический тест на инсектицид Cl-HC;Cl-HC insektitsidi bo‘yicha toksikologik test
59209009;Toxicology testing for insecticide;Токсикологический тест на инсектициды;Insektitsidlar bo‘yicha toksikologik test
4192000;Toxicology testing for organophosphate insecticide;Токсикологический тест на органофосфатные инсектициды;Organofosfat insektitsidlar bo‘yicha toksikologik test
122443003;Toxin assay;Анализ токсинов;Toksin tahlili
252403005;Toxin detection;Выявление токсинов;Toksinni aniqlash
313641003;Toxocara antibody measurement;Определение антител к токсокаре;Toxocara ga qarshi antitanachalarni o‘lchash
315198009;Toxoplasma (immunosorbent agglutination assay) IgM level;Определение IgM к токсоплазме (иммуносорбционный агглютинационный метод);Toksoplazma (immunosorbent agglutinatsiya tahlili) IgM darajasi
315199001;Toxoplasma IgG level;Определение IgG к токсоплазме;Toksoplazma IgG darajasi
1743801000168104;Toxoplasma avidity IgG;Определение авидности IgG к токсоплазме;Toksoplazma IgG avidligi
122385003;Toxoplasma culture;Культивирование токсоплазмы;Toksoplazma kultivatsiyasi
122304001;Toxoplasma gondii DNA assay;Анализ ДНК Toxoplasma gondii;Toxoplasma gondii DNK tahlili
398454005;Toxoplasma nucleic acid assay;Анализ нуклеиновых кислот токсоплазмы;Toksoplazma nuklein kislotasi tahlili
391364009;Toxoplasma screening test;Скрининг на токсоплазму;Toksoplazmaga skrining testi
408202000;Toxoplasma serology;Серологическое исследование на токсоплазму;Toksoplazma serologiyasi
122133009;Toxoplasma species detection;Выявление видов токсоплазмы;Toksoplazma turini aniqlash
122134003;Toxoplasma species identification;Идентификация видов токсоплазмы;Toksoplazma turini identifikatsiya qilish
9,18561E+14;Toxoplasmosis antibiotic prophylaxis;Антибактериальная профилактика токсоплазмоза;Toksoplazmoz uchun antibiotik profilaktikasi
7164004;Toxoplasmosis dye test;Красочный тест на токсоплазмоз;Toksoplazmoz bo‘yoq testi
165834009;Toxoplasmosis test;Тест на токсоплазмоз;Toksoplazmoz testi
231733009;Trabecular meshwork operation;Операция на трабекулярной сети;Trabekulyar to‘r operatsiyasi
30880003;Trabeculectomy ab externo;Трабекулэктомия ab externo;Trabekulektomiya ab externo
1179030003;Trabeculectomy ab interno;Трабекулэктомия ab interno;Trabekulektomiya ab interno
1287865002;Trabeculectomy of left eye;Трабекулэктомия левого глаза;Chap ko‘z trabekulektomiyasi
1354581004;Trabeculectomy of left eye using releasable sutures;Трабекулэктомия левого глаза с использованием съёмных швов;Chap ko‘z trabekulektomiyasi, olinadigan tikuvlar bilan
1351625002;Trabeculectomy of left eye with intraoperative administration of 5-fluorouracil;Трабекулэктомия левого глаза с интраоперационным введением 5-фторурацила;Chap ko‘z trabekulektomiyasi, operatsiya vaqtida 5-ftorurasil yuborish bilan
1351628000;Trabeculectomy of left eye with intraoperative administration of antimetabolite;Трабекулэктомия левого глаза с интраоперационным введением антиметаболита;Chap ko‘z trabekulektomiyasi, operatsiya vaqtida antimetabolit yuborish bilan
1351632006;Trabeculectomy of left eye with intraoperative administration of mitomycin;Трабекулэктомия левого глаза с интраоперационным введением митомицина;Chap ko‘z trabekulektomiyasi, operatsiya vaqtida mitomisin yuborish bilan
1354571003;Trabeculectomy of left eye with intraoperative beta radiation;Трабекулэктомия левого глаза с интраоперационным бета-облучением;Chap ko‘z trabekulektomiyasi, operatsiya vaqtida beta-nurlanish bilan
1354575007;Trabeculectomy of left eye with intraoperative implantation of biodegradable collagen matrix;Трабекулэктомия левого глаза с интраоперационной имплантацией биоразлагаемой коллагеновой матрицы;Chap ko‘z trabekulektomiyasi, operatsiya vaqtida biodegradatsiyalanuvchi kollagen matriks implantatsiyasi bilan
1287866001;Trabeculectomy of right eye;Трабекулэктомия правого глаза;O‘ng ko‘z trabekulektomiyasi
1354582006;Trabeculectomy of right eye using releasable sutures;Трабекулэктомия правого глаза с использованием съёмных швов;O‘ng ko‘z trabekulektomiyasi, olinadigan tikuvlar bilan
1351626001;Trabeculectomy of right eye with intraoperative administration of 5-fluorouracil;Трабекулэктомия правого глаза с интраоперационным введением 5-фторурацила;O‘ng ko‘z trabekulektomiyasi, operatsiya vaqtida 5-ftorurasil yuborish bilan
1351629008;Trabeculectomy of right eye with intraoperative administration of antimetabolite;Трабекулэктомия правого глаза с интраоперационным введением антиметаболита;O‘ng ko‘z trabekulektomiyasi, operatsiya vaqtida antimetabolit yuborish bilan
1351631004;Trabeculectomy of right eye with intraoperative administration of mitomycin;Трабекулэктомия правого глаза с интраоперационным введением митомицина;O‘ng ko‘z trabekulektomiyasi, operatsiya vaqtida mitomisin yuborish bilan
1354572005;Trabeculectomy of right eye with intraoperative beta radiation;Трабекулэктомия правого глаза с интраоперационным бета-облучением;O‘ng ko‘z trabekulektomiyasi, operatsiya vaqtida beta-nurlanish bilan
1354576008;Trabeculectomy of right eye with intraoperative implantation of biodegradable collagen matrix;Трабекулэктомия правого глаза с интраоперационной имплантацией биоразлагаемой коллагеновой матрицы;O‘ng ko‘z trabekulektomiyasi, operatsiya vaqtida biodegradatsiyalanuvchi kollagen matriks implantatsiyasi bilan
445749001;Trabeculectomy using releasable sutures;Трабекулэктомия с использованием съёмных швов;Trabekulektomiya, olinadigan tikuvlar bilan
417129009;Trabeculectomy with intraoperative administration of 5-fluorouracil;Трабекулэктомия с интраоперационным введением 5-фторурацила;Trabekulektomiya, operatsiya vaqtida 5-ftorurasil yuborish bilan
446215004;Trabeculectomy with intraoperative administration of antimetabolite;Трабекулэктомия с интраоперационным введением антиметаболита;Trabekulektomiya, operatsiya vaqtida antimetabolit yuborish bilan
416968006;Trabeculectomy with intraoperative administration of mitomycin;Трабекулэктомия с интраоперационным введением митомицина;Trabekulektomiya, operatsiya vaqtida mitomisin yuborish bilan
416831007;Trabeculectomy with intraoperative beta radiation;Трабекулэктомия с интраоперационным бета-облучением;Trabekulektomiya, operatsiya vaqtida beta-nurlanish bilan
1269465006;Trabeculectomy with intraoperative implantation of biodegradable collagen matrix;Трабекулэктомия с интраоперационной имплантацией биоразлагаемой коллагеновой матрицы;Trabekulektomiya, operatsiya vaqtida biodegradatsiyalanuvchi kollagen matriks implantatsiyasi bilan
90164007;Trabeculodialysis;Трабекулодиализ;Trabekulodializ
231734003;Trabeculoplasty;Трабекулопластика;Trabekuloplastika
82736000;Trabeculotomy;Трабекулотомия;Trabekulotomiya
44703001;Trabeculotomy ab externo;Трабекулотомия ab externo;Trabekulotomiya ab externo
8,41021E+14;Trabeculotomy ab interno;Трабекулотомия ab interno;Trabekulotomiya ab interno
11895000;Tracer study of eye;Трассерное исследование глаза;Ko‘zning markerli tekshiruvi
119737001;Trachea closure;Закрытие трахеи;Traxeyani yopish
119740001;Trachea destructive procedure;Деструктивная процедура на трахее;Traxeyaga destruktiv muolaja
119734008;Trachea injection;Инъекция в трахею;Traxeyaga in’yeksiya
119745006;Trachea manipulation;Манипуляция на трахее;Traxeyada manipulyatsiya
119739003;Trachea reconstruction;Реконструкция трахеи;Traxeyani rekonstruksiya qilish
232608002;Tracheal end-to-end anastomosis;Анастомоз трахеи «конец в конец»;Traxeya uchma-uch anastomozi
418613003;Tracheal intubation through a laryngeal mask airway;Интубация трахеи через ларингеальную маску;Laringeal maska orqali traxeya intubatsiyasi
232677006;Tracheal intubation using rigid bronchoscope;Интубация трахеи с использованием жёсткого бронхоскопа;Qattiq bronxoskop yordamida traxeya intubatsiyasi
232607007;Tracheal reconstruction with flap;Реконструкция трахеи с использованием лоскута;Traxeyani lappa bilan rekonstruksiya qilish
232606003;Tracheal reconstruction with patch;Реконструкция трахеи с использованием заплаты;Traxeyani patch bilan rekonstruksiya qilish
232703000;Tracheal suction via tracheostomy;Отсасывание из трахеи через трахеостому;Traxeostoma orqali traxeyadan aspiratsiya
398265002;Tracheal tube fixation;Фиксация трахеальной трубки;Traxeya naychasini fiksatsiya qilish
391930001;Tracheal wall reinforcement;Укрепление стенки трахеи;Traxeya devorini mustahkamlash
28725006;Trachelopexy;Трахеопексия;Traxeopeksiya
392254000;Trachelorrhaphy by vaginal approach;Трахелорафия через влагалищный доступ;Qin orqali traxelorafiya
428738004;Tracheo-oesophageal puncture and insertion of voice prosthesis;Трахео-пищеводная пункция и установка голосового протеза;Traxeo-qizilo‘ngach punksiyasi va ovoz protezini o‘rnatish
173131002;Tracheo-oesophageal puncture procedure;Процедура трахео-пищеводной пункции;Traxeo-qizilo‘ngach punksiyasi
1,2E+15;Tracheo-oesophageal speech training;Обучение трахео-пищеводной речи;Traxeo-qizilo‘ngach nutqiga o‘rgatish
78738000;Tracheobronchial catheter aspiration with fiberscope, bedside;Аспирация из трахеобронхиального дерева с катетером под контролем фиброскопа у постели пациента;Fibroskop nazoratida yotoq yonida traxeobronxial aspiratsiya
107820002;Tracheobronchial excision;Иссечение трахеобронхиальных структур;Traxeobronxial tuzilmalarni kesib tashlash
232704006;Tracheobronchial lavage;Трахеобронхиальный лаваж;Traxeobronxial lavaj
398189002;Tracheobronchial lavage via suction catheter;Трахеобронхиальный лаваж через аспирационный катетер;Aspiratsion kateter orqali traxeobronxial lavaj
398030006;Tracheobronchial lavage via tracheostomy;Трахеобронхиальный лаваж через трахеостому;Traxeostoma orqali traxeobronxial lavaj
68187007;Tracheobronchial suctioning;Трахеобронхиальное отсасывание;Traxeobronxial aspiratsiya
173076000;Tracheopexy;Трахеопексия;Traxeopeksiya
67116005;Tracheoplasty by cervical approach;Трахеопластика шейным доступом;Bo‘yin orqali traxeoplastika
40051009;Tracheoplasty by intrathoracic approach;Трахеопластика внутригрудным доступом;Ko‘krak ichidan traxeoplastika
274416008;Tracheoscopy to remove object;Трахеоскопия для удаления инородного тела;Traxeoskopiya orqali begona jismni olib tashlash
287533002;Tracheoscopy via tracheostomy;Трахеоскопия через трахеостому;Traxeostoma orqali traxeoskopiya
8,10551E+14;Tracheostomy;Трахеостомия;Traxeostomiya
424333001;Tracheostomy capping trial;Проба с закрытием трахеостомы;Traxeostomani yopish sinovi
385858000;Tracheostomy care;Уход за трахеостомой;Traxeostomaga parvarish
410211008;Tracheostomy care assessment;Оценка ухода за трахеостомой;Traxeostoma parvarishini baholash
410212001;Tracheostomy care education;Обучение уходу за трахеостомой;Traxeostoma parvarishi bo‘yicha ta’lim
410213006;Tracheostomy care management;Ведение ухода за трахеостомой;Traxeostoma parvarishini boshqarish
232616006;Tracheostomy toilet;Туалет трахеостомы;Traxeostoma tozalash
48387007;Tracheotomy;Трахеотомия;Traxeotomiya
171120003;Trachoma screening;Скрининг трахомы;Traxoma skriningi
85038003;Tracing of carotid pulse with ECG lead;Регистрация каротидного пульса с использованием ЭКГ-отведения;EKG yordamida karotid pulsni qayd etish
66391000;Traction;Тракция;Traksiya
288156000;Traction for closed fracture;Тракция при закрытом переломе;Yopiq sinishda traksiya
288157009;Traction for dislocation;Тракция при вывихе;Chiqishda traksiya
178496003;Traction for fracture of jaw;Тракция при переломе челюсти;Jag‘ sinishida traksiya
239403000;Traction for fracture of mandible;Тракция при переломе нижней челюсти;Pastki jag‘ sinishida traksiya
239387002;Traction for fracture of maxilla;Тракция при переломе верхней челюсти;Yuqori jag‘ sinishida traksiya
265131003;Traction lengthening of diaphysis of bone;Удлинение диафиза кости с помощью тракции;Suyak diafizini traksiya bilan uzaytirish
48035000;Traction maintenance;Поддержание тракции;Traksiyani saqlash
448029001;Traction of spine using skull traction device;Тракция позвоночника с использованием черепного устройства;Bosh suyagi qurilmasi bilan umurtqa traksiyasi
70201003;Traction removal;Снятие тракции;Traksiyani olib tashlash
416985008;Traction technique;Метод тракции;Traksiya usuli
35411000;Tractotomy;Трактотомия;Traktotomiya
19235006;Tractotomy of brain;Трактотомия мозга;Miya traktotomiyasi
69788001;Tractotomy of medulla oblongata;Трактотомия продолговатого мозга;Uzunchoq miya traktotomiyasi
1583007;Tractotomy of mesencephalon;Трактотомия среднего мозга;O‘rta miya traktotomiyasi
723688009;Traditional Chinese Medicine;Традиционная китайская медицина;An’anaviy xitoy tibbiyoti
789789009;Traditional Māori medicine;Традиционная маорийская медицина;An’anaviy maori tibbiyoti
773412008;Traditional medicine;Традиционная медицина;An’anaviy tibbiyot
388509009;Tragacanth specific IgE antibody measurement;Определение IgE к трагаканту;Tragakantga xos IgE antitanalarni aniqlash
398003001;Train-of-four monitoring;Мониторинг «train-of-four»;“Train-of-four” monitoringi
306961005;Training for blind or partially sighted person;Обучение для слепых или слабовидящих;Ko‘r yoki zaif ko‘ruvchi shaxslar uchun trening
22532005;Training in braille or Moon;Обучение шрифту Брайля или Муна;Brayl yoki Mun yozuvini o‘rganish
723289007;Training in extending range of activity of daily living;Обучение расширению активности повседневной жизни;Kundalik faoliyatni kengaytirish bo‘yicha trening
306960006;Training relating to psychosocial functioning;Обучение психосоциальному функционированию;Psixososial faoliyat bo‘yicha trening
718630007;Training to manage personal hygiene;Обучение управлению личной гигиеной;Shaxsiy gigiyenani boshqarish bo‘yicha trening
719885002;Training to use public transport;Обучение пользованию общественным транспортом;Jamoat transportidan foydalanishga o‘rgatish
121711002;Tramadol measurement;Измерение трамадола;Tramadol miqdorini aniqlash
4,36901E+14;Trans fat modified diet;Диета с модифицированным содержанием трансжиров;Trans yog‘lar miqdori o‘zgartirilgan dieta
