					R05CB	Mukolitik preparatlar	Муколитические препараты	R05CB10	Mukolitik preparatlar majmuada	Муколитические препараты в комбинации
					R05CB	Mukolitik preparatlar	Муколитические препараты	R05CB11	Stepronin	Степронин
					R05CB	Mukolitik preparatlar	Муколитические препараты	R05CB13	Dornaza alfa	Дорназа альфа
					R05CB	Mukolitik preparatlar	Муколитические препараты	R05CB14	Nelteneksin	Нелтенексин
					R05CB	Mukolitik preparatlar	Муколитические препараты	R05CB15	Erdostein	Эрдостеин
					R05CB	Mukolitik preparatlar	Муколитические препараты	R05CB16	Mannitol	Маннитол
					R05DA	Opiy alkaloidlari va ularning hosilalari	Алкалоиды опия и их производные	R05DA01	Etilmorfin	Этилморфин
					R05DA	Opiy alkaloidlari va ularning hosilalari	Алкалоиды опия и их производные	R05DA03	Gidrokodon	Гидрокодон
					R05DA	Opiy alkaloidlari va ularning hosilalari	Алкалоиды опия и их производные	R05DA04	Kodein	Кодеин
					R05DA	Opiy alkaloidlari va ularning hosilalari	Алкалоиды опия и их производные	R05DA05	Opiy alkaloidlari morfin bilan	Алкалоиды опия с морфином
					R05DA	Opiy alkaloidlari va ularning hosilalari	Алкалоиды опия и их производные	R05DA06	Normetadon	Норметадон
					R05DA	Opiy alkaloidlari va ularning hosilalari	Алкалоиды опия и их производные	R05DA07	Noskapin	Носкапин
					R05DA	Opiy alkaloidlari va ularning hosilalari	Алкалоиды опия и их производные	R05DA08	Folkodin	Фолкодин
					R05DA	Opiy alkaloidlari va ularning hosilalari	Алкалоиды опия и их производные	R05DA09	Dekstrometorfan	Декстрометорфан
					R05DA	Opiy alkaloidlari va ularning hosilalari	Алкалоиды опия и их производные	R05DA10	Tebakon	Тебакон
					R05DA	Opiy alkaloidlari va ularning hosilalari	Алкалоиды опия и их производные	R05DA11	Dimemorfan	Димеморфан
					R05DA	Opiy alkaloidlari va ularning hosilalari	Алкалоиды опия и их производные	R05DA12	Asetildigidrokodein	Ацетилдигидрокодеин
					R05DA	Opiy alkaloidlari va ularning hosilalari	Алкалоиды опия и их производные	R05DA20	Yoʻtalga qarshi majmuaviy preparatlar 	Противокашлевые препараты в комбинации
					R05DB	Boshqa yoʻtalga qarshi preparatlar	Другие противокашлевые препараты	R05DB01	Benzonatat	Бензонатат
					R05DB	Boshqa yoʻtalga qarshi preparatlar	Другие противокашлевые препараты	R05DB02	Benproperin	Бенпроперин
					R05DB	Boshqa yoʻtalga qarshi preparatlar	Другие противокашлевые препараты	R05DB03	Klobutinol	Клобутинол
					R05DB	Boshqa yoʻtalga qarshi preparatlar	Другие противокашлевые препараты	R05DB04	Izoaminil	Изоаминил
					R05DB	Boshqa yoʻtalga qarshi preparatlar	Другие противокашлевые препараты	R05DB05	Pentoksiverin	Пентоксиверин
					R05DB	Boshqa yoʻtalga qarshi preparatlar	Другие противокашлевые препараты	R05DB07	Oksolamin	Оксоламин
					R05DB	Boshqa yoʻtalga qarshi preparatlar	Другие противокашлевые препараты	R05DB09	Okseladin	Окселадин
					R05DB	Boshqa yoʻtalga qarshi preparatlar	Другие противокашлевые препараты	R05DB10	Klofedanol	Клофеданол
					R05DB	Boshqa yoʻtalga qarshi preparatlar	Другие противокашлевые препараты	R05DB11	Pipazetat	Пипазетат
					R05DB	Boshqa yoʻtalga qarshi preparatlar	Другие противокашлевые препараты	R05DB12	Bibenzoniy bromidi	Бибензония бромид
					R05DB	Boshqa yoʻtalga qarshi preparatlar	Другие противокашлевые препараты	R05DB13	Butamirat	Бутамират
					R05DB	Boshqa yoʻtalga qarshi preparatlar	Другие противокашлевые препараты	R05DB14	Fedrilat	Федрилат
					R05DB	Boshqa yoʻtalga qarshi preparatlar	Другие противокашлевые препараты	R05DB15	Zipeprol	Зипепрол
					R05DB	Boshqa yoʻtalga qarshi preparatlar	Другие противокашлевые препараты	R05DB16	Dibunat	Дибунат
					R05DB	Boshqa yoʻtalga qarshi preparatlar	Другие противокашлевые препараты	R05DB17	Droksipropin	Дроксипропин
					R05DB	Boshqa yoʻtalga qarshi preparatlar	Другие противокашлевые препараты	R05DB18	Prenoksdiazin	Преноксдиазин
					R05DB	Boshqa yoʻtalga qarshi preparatlar	Другие противокашлевые препараты	R05DB19	Dropropizin	Дропропизин
					R05DB	Boshqa yoʻtalga qarshi preparatlar	Другие противокашлевые препараты	R05DB20	Boshqa yoʻtalga qarshi majmuaviy preparatlar 	Противокашлевые препараты другие в комбинации
					R05DB	Boshqa yoʻtalga qarshi preparatlar	Другие противокашлевые препараты	R05DB21	Kloperastin	Клоперастин
					R05DB	Boshqa yoʻtalga qarshi preparatlar	Другие противокашлевые препараты	R05DB22	Meprotiksol	Мепротиксол
					R05DB	Boshqa yoʻtalga qarshi preparatlar	Другие противокашлевые препараты	R05DB23	Piperidion	Пиперидион
					R05DB	Boshqa yoʻtalga qarshi preparatlar	Другие противокашлевые препараты	R05DB24	Tipepidin	Типепидин
					R05DB	Boshqa yoʻtalga qarshi preparatlar	Другие противокашлевые препараты	R05DB25	Morklofon	Морклофон
					R05DB	Boshqa yoʻtalga qarshi preparatlar	Другие противокашлевые препараты	R05DB26	Nepinalon	Непиналон
					R05DB	Boshqa yoʻtalga qarshi preparatlar	Другие противокашлевые препараты	R05DB27	Levodropropizin	Леводропропизин
					R05DB	Boshqa yoʻtalga qarshi preparatlar	Другие противокашлевые препараты	R05DB28	Dimetoksanat	Диметоксанат
					R05FA	Opiy alkaloidlari balgʻam koʻchiruvchi vositalar bilan majmuada 	Производные опия в комбинации с отхаркивающими средствами	R05FA01	Opiy alkaloidlari mukolitik preparatlar bilan majmuada 	Опия производные в комбинации с муколитическими препаратами
					R05FA	Opiy alkaloidlari balgʻam koʻchiruvchi vositalar bilan majmuada 	Производные опия в комбинации с отхаркивающими средствами	R05FA02	Opiy alkaloidlari balgʻam koʻchiruvchi preparatlar bilan majmuada 	Опия производные в комбинации с отхаркивающими препаратами
					R05FB	Opiy alkaloidlari balgʻam koʻchiruvchi vositalar bilan majmuada 	Другие противокашлевые средства в комбинации с отхаркивающими средствами	R05FB01	Yoʻtalga qarshi preparatlar mukolitiklar bilan majmuada	Противокашлевые препараты в комбинации с муколитиками
					R05FB	Opiy alkaloidlari balgʻam koʻchiruvchi vositalar bilan majmuada 	Другие противокашлевые средства в комбинации с отхаркивающими средствами	R05FB02	Yoʻtalga qarshi preparatlar balgʻam koʻchiruvchi preparatlar bilan majmuada	Противокашлевые препараты в комбинации с отхаркивающими препаратами
					R06AA	Alkilamin efirlari	Эфиры алкиламинов	R06AA01	Bromazin	Бромазин
					R06AA	Alkilamin efirlari	Эфиры алкиламинов	R06AA02	Difengidramin	Дифенгидрамин
					R06AA	Alkilamin efirlari	Эфиры алкиламинов	R06AA04	Klemastin	Клемастин
					R06AA	Alkilamin efirlari	Эфиры алкиламинов	R06AA06	Xlorfenoksamin	Хлорфеноксамин
					R06AA	Alkilamin efirlari	Эфиры алкиламинов	R06AA07	Difenilpiralin	Дифенилпиралин
					R06AA	Alkilamin efirlari	Эфиры алкиламинов	R06AA08	Karbinoksamin	Карбиноксамин
					R06AA	Alkilamin efirlari	Эфиры алкиламинов	R06AA09	Doksilamin	Доксиламин
					R06AA	Alkilamin efirlari	Эфиры алкиламинов	R06AA10	Trimetobenzamid	Триметобензамид
					R06AA	Alkilamin efirlari	Эфиры алкиламинов	R06AA52	Difengidramin boshqa vositalar bilan majmuada	Дифенгидрамин в комбинации со средствами
					R06AA	Alkilamin efirlari	Эфиры алкиламинов	R06AA54	Klemastin boshqa vositalar bilan majmuada	Клемастин в комбинации со средствами
					R06AA	Alkilamin efirlari	Эфиры алкиламинов	R06AA56	Xlorfenoksamin boshqa vositalar bilan majmuada	Хлорфеноксамин в комбинации со средствами
					R06AA	Alkilamin efirlari	Эфиры алкиламинов	R06AA57	Difenilpiralin boshqa vositalar bilan majmuada	Дифенилпиралин в комбинации со средствами
					R06AA	Alkilamin efirlari	Эфиры алкиламинов	R06AA59	Doksilamin boshqa vositalar bilan majmuada	Доксиламин в комбинации со средствами
					R06AB	Almashingan alkilaminlar	Замещенные алкиламины	R06AB01	Bromfeniramin	Бромфенирамин
					R06AB	Almashingan alkilaminlar	Замещенные алкиламины	R06AB02	Deksxlorfeniramin	Дексхлорфенирамин
					R06AB	Almashingan alkilaminlar	Замещенные алкиламины	R06AB03	Dimetinden	Диметинден
					R06AB	Almashingan alkilaminlar	Замещенные алкиламины	R06AB04	Xlorfenamin	Хлорфенамин
					R06AB	Almashingan alkilaminlar	Замещенные алкиламины	R06AB05	Feniramin	Фенирамин
					R06AB	Almashingan alkilaminlar	Замещенные алкиламины	R06AB06	Deksbromfeniramin	Дексбромфенирамин
					R06AB	Almashingan alkilaminlar	Замещенные алкиламины	R06AB07	Talastin	Таластин
					R06AB	Almashingan alkilaminlar	Замещенные алкиламины	R06AB51	Bromfeniramin boshqa vositalar bilan majmuada	Бромфенирамин в комбинации со средствами
					R06AB	Almashingan alkilaminlar	Замещенные алкиламины	R06AB52	Deksxlorfeniramin boshqa vositalar bilan majmuada	Дексхлорфенирамин в комбинации со средствами
					R06AB	Almashingan alkilaminlar	Замещенные алкиламины	R06AB54	Xlorfenamin boshqa vositalar bilan majmuada	Хлорфенамин в комбинации со средствами
					R06AB	Almashingan alkilaminlar	Замещенные алкиламины	R06AB56	Deksbromfeniramin boshqa vositalar bilan majmuada	Дексбромфенирамин в комбинации со средствами
					R06AC	Almashingan etilendiaminlar	Замещенные этилендиамины	R06AC01	Mepiramin	Мепирамин
					R06AC	Almashingan etilendiaminlar	Замещенные этилендиамины	R06AC02	Gistapirrodin	Гистапирродин
					R06AC	Almashingan etilendiaminlar	Замещенные этилендиамины	R06AC03	Xloropiramin	Хлоропирамин
					R06AC	Almashingan etilendiaminlar	Замещенные этилендиамины	R06AC04	Tripelennamin	Трипеленнамин
					R06AC	Almashingan etilendiaminlar	Замещенные этилендиамины	R06AC05	Metapirilen	Метапирилен
					R06AC	Almashingan etilendiaminlar	Замещенные этилендиамины	R06AC06	Tonzilamin	Тонзиламин
					R06AC	Almashingan etilendiaminlar	Замещенные этилендиамины	R06AC52	Gistapirrodin boshqa vositalar bilan majmuada	Гистапирродин в комбинации со средствами
					R06AC	Almashingan etilendiaminlar	Замещенные этилендиамины	R06AC53	Xloropiramin boshqa vositalar bilan majmuada	Хлоропирамин в комбинации со средствами
					R06AD	Fenotiazin hosilalari	Производные фенотиазина	R06AD01	Alimemazin	Алимемазин
					R06AD	Fenotiazin hosilalari	Производные фенотиазина	R06AD02	Prometazin	Прометазин
					R06AD	Fenotiazin hosilalari	Производные фенотиазина	R06AD03	Tietilperazin	Тиэтилперазин
					R06AD	Fenotiazin hosilalari	Производные фенотиазина	R06AD04	Metdilazin	Метдилазин
					R06AD	Fenotiazin hosilalari	Производные фенотиазина	R06AD05	Gidroksietilprometazin	Гидроксиэтилпрометазин
					R06AD	Fenotiazin hosilalari	Производные фенотиазина	R06AD06	Tiazinam	Тиазинам
					R06AD	Fenotiazin hosilalari	Производные фенотиазина	R06AD07	Mexitazin	Мехитазин
					R06AD	Fenotiazin hosilalari	Производные фенотиазина	R06AD08	Oksomemazin	Оксомемазин
					R06AD	Fenotiazin hosilalari	Производные фенотиазина	R06AD09	Izotipendil	Изотипендил
					R06AD	Fenotiazin hosilalari	Производные фенотиазина	R06AD52	Prometazin boshqa vositalar bilan majmuada	Прометазин в комбинации со средствами
					R06AD	Fenotiazin hosilalari	Производные фенотиазина	R06AD55	Gidroksietilprometazin boshqa  vositalar bilan majmuada	Гидроксиэтилпрометазин в комбинации со средствами
					R06AE	Piperazin hosilalari	Производные пиперазина	R06AE01	Buklizin	Буклизин
					R06AE	Piperazin hosilalari	Производные пиперазина	R06AE03	Siklizin	Циклизин
					R06AE	Piperazin hosilalari	Производные пиперазина	R06AE04	Xlorsiklizin	Хлорциклизин
					R06AE	Piperazin hosilalari	Производные пиперазина	R06AE05	Meklozin	Меклозин
					R06AE	Piperazin hosilalari	Производные пиперазина	R06AE06	Oksatomid	Оксатомид
					R06AE	Piperazin hosilalari	Производные пиперазина	R06AE07	Setirizin	Цетиризин
					R06AE	Piperazin hosilalari	Производные пиперазина	R06AE09	Levotsetirizin	Левоцетиризин
					R06AE	Piperazin hosilalari	Производные пиперазина	R06AE51	Buklizin boshqa vositalar bilan majmuada	Буклизин в комбинации со средствами
					R06AE	Piperazin hosilalari	Производные пиперазина	R06AE53	Siklizin boshqa vositalar bilan majmuada	Циклизин в комбинации со средствами
					R06AE	Piperazin hosilalari	Производные пиперазина	R06AE55	Meklozin boshqa vositalar bilan majmuada	Меклозин в комбинации со средствами
					R06AX	Tizimli taʼsirga ega boshqa antigistamin vositalar	Другие антигистаминные средства системного действия	R06AX01	Bamipin	Бамипин
					R06AX	Tizimli taʼsirga ega boshqa antigistamin vositalar	Другие антигистаминные средства системного действия	R06AX02	Siprogeptadin	Ципрогептадин
					R06AX	Tizimli taʼsirga ega boshqa antigistamin vositalar	Другие антигистаминные средства системного действия	R06AX03	Tenalidin	Теналидин
					R06AX	Tizimli taʼsirga ega boshqa antigistamin vositalar	Другие антигистаминные средства системного действия	R06AX04	Fenindamin	Фениндамин
					R06AX	Tizimli taʼsirga ega boshqa antigistamin vositalar	Другие антигистаминные средства системного действия	R06AX05	Antazolin	Антазолин
					R06AX	Tizimli taʼsirga ega boshqa antigistamin vositalar	Другие антигистаминные средства системного действия	R06AX07	Triprolidin	Трипролидин
					R06AX	Tizimli taʼsirga ega boshqa antigistamin vositalar	Другие антигистаминные средства системного действия	R06AX08	Pirrobutamin	Пирробутамин
					R06AX	Tizimli taʼsirga ega boshqa antigistamin vositalar	Другие антигистаминные средства системного действия	R06AX09	Azatadin	Азатадин
					R06AX	Tizimli taʼsirga ega boshqa antigistamin vositalar	Другие антигистаминные средства системного действия	R06AX11	Astemizol	Астемизол
					R06AX	Tizimli taʼsirga ega boshqa antigistamin vositalar	Другие антигистаминные средства системного действия	R06AX12	Terfenadin	Терфенадин
					R06AX	Tizimli taʼsirga ega boshqa antigistamin vositalar	Другие антигистаминные средства системного действия	R06AX13	Loratadin	Лоратадин
					R06AX	Tizimli taʼsirga ega boshqa antigistamin vositalar	Другие антигистаминные средства системного действия	R06AX15	Mebgidrolin	Мебгидролин
					R06AX	Tizimli taʼsirga ega boshqa antigistamin vositalar	Другие антигистаминные средства системного действия	R06AX16	Deptropin	Дептропин
					R06AX	Tizimli taʼsirga ega boshqa antigistamin vositalar	Другие антигистаминные средства системного действия	R06AX17	Ketotifen	Кетотифен
					R06AX	Tizimli taʼsirga ega boshqa antigistamin vositalar	Другие антигистаминные средства системного действия	R06AX18	Akrivastin	Акривастин
					R06AX	Tizimli taʼsirga ega boshqa antigistamin vositalar	Другие антигистаминные средства системного действия	R06AX19	Azelastin	Азеластин
					R06AX	Tizimli taʼsirga ega boshqa antigistamin vositalar	Другие антигистаминные средства системного действия	R06AX21	Tritokvalin	Тритоквалин
					R06AX	Tizimli taʼsirga ega boshqa antigistamin vositalar	Другие антигистаминные средства системного действия	R06AX22	Ebastin	Эбастин
					R06AX	Tizimli taʼsirga ega boshqa antigistamin vositalar	Другие антигистаминные средства системного действия	R06AX23	Pimetiksen	Пиметиксен
					R06AX	Tizimli taʼsirga ega boshqa antigistamin vositalar	Другие антигистаминные средства системного действия	R06AX24	Epinastin	Эпинастин
					R06AX	Tizimli taʼsirga ega boshqa antigistamin vositalar	Другие антигистаминные средства системного действия	R06AX25	Mizolastin	Мизоластин
					R06AX	Tizimli taʼsirga ega boshqa antigistamin vositalar	Другие антигистаминные средства системного действия	R06AX26	Feksofenadin	Фексофенадин
					R06AX	Tizimli taʼsirga ega boshqa antigistamin vositalar	Другие антигистаминные средства системного действия	R06AX27	Dezloratadin	Дезлоратадин
					R06AX	Tizimli taʼsirga ega boshqa antigistamin vositalar	Другие антигистаминные средства системного действия	R06AX28	Rupatadin	Рупатадин
					R06AX	Tizimli taʼsirga ega boshqa antigistamin vositalar	Другие антигистаминные средства системного действия	R06AX29	Bilastin	Биластин
					R06AX	Tizimli taʼsirga ega boshqa antigistamin vositalar	Другие антигистаминные средства системного действия	R06AX31	Xifenadin	Хифенадин
					R06AX	Tizimli taʼsirga ega boshqa antigistamin vositalar	Другие антигистаминные средства системного действия	R06AX32	Sekvifenadin	Секвифенадин
					R06AX	Tizimli taʼsirga ega boshqa antigistamin vositalar	Другие антигистаминные средства системного действия	R06AX53	Tenalidin boshqa vositalar bilan majmuada	Теналидин в комбинации со средствами
					R06AX	Tizimli taʼsirga ega boshqa antigistamin vositalar	Другие антигистаминные средства системного действия	R06AX58	Pirrobutamin boshqa vositalar bilan majmuada	Пирробутамин в комбинации со средствами
					R07AA	Oʻpka surfaktantlari	Легочные сурфактанты	R07AA01	Kolfosseril palmitati	Колфосцерила пальмитат
					R07AA	Oʻpka surfaktantlari	Легочные сурфактанты	R07AA02	Tabiiy fosfolipidlar	Фосфолипиды натуральные
					R07AA	Oʻpka surfaktantlari	Легочные сурфактанты	R07AA30	Oʻpka surfaktantlari majmuada	Сурфактанты легочные в комбинации
					R07AB	Nafas stimulyatorlari	Стимуляторы дыхания	R07AB01	Doksapram	Доксапрам
					R07AB	Nafas stimulyatorlari	Стимуляторы дыхания	R07AB02	Niketamid	Никетамид
					R07AB	Nafas stimulyatorlari	Стимуляторы дыхания	R07AB03	Pentetrazol	Пентетразол
					R07AB	Nafas stimulyatorlari	Стимуляторы дыхания	R07AB04	Etamivan	Этамиван
					R07AB	Nafas stimulyatorlari	Стимуляторы дыхания	R07AB05	Bemegrid	Бемегрид
					R07AB	Nafas stimulyatorlari	Стимуляторы дыхания	R07AB06	Pretkamid	Преткамид
					R07AB	Nafas stimulyatorlari	Стимуляторы дыхания	R07AB07	Almitrin	Алмитрин
					R07AB	Nafas stimulyatorlari	Стимуляторы дыхания	R07AB08	Dimeflin	Димефлин
					R07AB	Nafas stimulyatorlari	Стимуляторы дыхания	R07AB09	Mepiksanoks	Мепиксанокс
					R07AB	Nafas stimulyatorlari	Стимуляторы дыхания	R07AB52	Niketamid boshqa vositalar bilan majmuada	Никетамид в комбинации со средствами
					R07AB	Nafas stimulyatorlari	Стимуляторы дыхания	R07AB53	Pentetrazol boshqa vositalar bilan majmuada	Пентетразол в комбинации со средствами
					R07AX	Nafas tizimi kasalliklarini davolash uchun boshqa preparatlar	Прочие препараты для лечения заболеваний дыхательной системы	R07AX01	Azot oksidi	Азота оксид
					R07AX	Nafas tizimi kasalliklarini davolash uchun boshqa preparatlar	Прочие препараты для лечения заболеваний дыхательной системы	R07AX02	Ivakaftor	Ивакафтор
					R07AX	Nafas tizimi kasalliklarini davolash uchun boshqa preparatlar	Прочие препараты для лечения заболеваний дыхательной системы	R07AX30	Ivakaftor va lyumakaftor	Ивакафтор и люмакафтор
					S01AA	Antibiotiklar	Антибиотики	S01AA01	Xloramfenikol	Хлорамфеникол
					S01AA	Antibiotiklar	Антибиотики	S01AA02	Xlortetratsiklin	Хлортетрациклин
					S01AA	Antibiotiklar	Антибиотики	S01AA03	Neomitsin	Неомицин
					S01AA	Antibiotiklar	Антибиотики	S01AA04	Oksitetratsiklin	Окситетрациклин
					S01AA	Antibiotiklar	Антибиотики	S01AA05	Tirotritsin	Тиротрицин
					S01AA	Antibiotiklar	Антибиотики	S01AA07	Framitsetin	Фрамицетин
					S01AA	Antibiotiklar	Антибиотики	S01AA09	Tetratsiklin	Тетрациклин
					S01AA	Antibiotiklar	Антибиотики	S01AA10	Natamitsin	Натамицин
					S01AA	Antibiotiklar	Антибиотики	S01AA11	Gentamitsin	Гентамицин
					S01AA	Antibiotiklar	Антибиотики	S01AA12	Tobramitsin	Тобрамицин
					S01AA	Antibiotiklar	Антибиотики	S01AA13	Fuzidat kislotasi	Фузидовая кислота
					S01AA	Antibiotiklar	Антибиотики	S01AA14	Benzilpenitsillin	Бензилпенициллин
					S01AA	Antibiotiklar	Антибиотики	S01AA15	Digidrostreptomitsin	Дигидрострептомицин
					S01AA	Antibiotiklar	Антибиотики	S01AA16	Rifamitsin	Рифамицин
					S01AA	Antibiotiklar	Антибиотики	S01AA17	Eritromitsin	Эритромицин
					S01AA	Antibiotiklar	Антибиотики	S01AA18	Polimiksin B	Полимиксин B
					S01AA	Antibiotiklar	Антибиотики	S01AA19	Ampitsillin	Ампициллин
					S01AA	Antibiotiklar	Антибиотики	S01AA20	Antibiotiklar boshqa vositalar bilan majmuada	Антибиотики в комбинации со средствами
					S01AA	Antibiotiklar	Антибиотики	S01AA21	Amikatsin	Амикацин
					S01AA	Antibiotiklar	Антибиотики	S01AA22	Mikronomitsin	Микрономицин
					S01AA	Antibiotiklar	Антибиотики	S01AA23	Netilmitsin	Нетилмицин
					S01AA	Antibiotiklar	Антибиотики	S01AA24	Kanamitsin	Канамицин
					S01AA	Antibiotiklar	Антибиотики	S01AA25	Azidamfenikol	Азидамфеникол
					S01AA	Antibiotiklar	Антибиотики	S01AA26	Azitromitsin	Азитромицин
					S01AA	Antibiotiklar	Антибиотики	S01AA27	Sefuroksim	Цефуроксим
					S01AA	Antibiotiklar	Антибиотики	S01AA30	Antibiotikalar majmuada	Антибиотики в комбинации
					S01AB	Sulfanilamidlar	Сульфаниламиды	S01AB01	Sulfametizol	Сульфаметизол
					S01AB	Sulfanilamidlar	Сульфаниламиды	S01AB02	Sulfafurazol	Сульфафуразол
					S01AB	Sulfanilamidlar	Сульфаниламиды	S01AB03	Sulfadikramid	Сульфадикрамид
					S01AB	Sulfanilamidlar	Сульфаниламиды	S01AB04	Sulfatsetamid	Сульфацетамид
					S01AB	Sulfanilamidlar	Сульфаниламиды	S01AB05	Sulfafenazol	Сульфафеназол
					S01AD	Viruslarga qarshi preparatlar	Противовирусные препараты	S01AD01	Idoksuridin	Идоксуридин
					S01AD	Viruslarga qarshi preparatlar	Противовирусные препараты	S01AD02	Trifluridin	Трифлуридин
					S01AD	Viruslarga qarshi preparatlar	Противовирусные препараты	S01AD03	Asiklovir	Ацикловир
					S01AD	Viruslarga qarshi preparatlar	Противовирусные препараты	S01AD05	Interferon	Интерферон
					S01AD	Viruslarga qarshi preparatlar	Противовирусные препараты	S01AD06	Vidarabin	Видарабин
					S01AD	Viruslarga qarshi preparatlar	Противовирусные препараты	S01AD07	Famsiklovir	Фамцикловир
					S01AD	Viruslarga qarshi preparatlar	Противовирусные препараты	S01AD08	Fomivirsen	Фомивирсен
					S01AD	Viruslarga qarshi preparatlar	Противовирусные препараты	S01AD09	Gansiklovir	Ганцикловир
					S01AE	Ftorxinolonlar	Фторхинолоны	S01AE01	Ofloksatsin	Офлоксацин
					S01AE	Ftorxinolonlar	Фторхинолоны	S01AE02	Norfloksatsin	Норфлоксацин
					S01AE	Ftorxinolonlar	Фторхинолоны	S01AE03	Siprofloksatsin	Ципрофлоксацин
					S01AE	Ftorxinolonlar	Фторхинолоны	S01AE04	Lomefloksatsin	Ломефлоксацин
					S01AE	Ftorxinolonlar	Фторхинолоны	S01AE05	Levofloksatsin	Левофлоксацин
					S01AE	Ftorxinolonlar	Фторхинолоны	S01AE06	Gatifloksatsin	Гатифлоксацин
					S01AE	Ftorxinolonlar	Фторхинолоны	S01AE07	Moksifloksatsin	Моксифлоксацин
					S01AE	Ftorxinolonlar	Фторхинолоны	S01AE08	Bezifloksatsin	Безифлоксацин
					S01AX	Mikroblarga qarshi boshqa preparatlar	Другие противомикробные препараты	S01AX01	Simob saqlovchi preparatlar	Ртутьсодержащие препараты
					S01AX	Mikroblarga qarshi boshqa preparatlar	Другие противомикробные препараты	S01AX02	Kumush saqlovchi preparatlar	Серебросодержащие препараты
					S01AX	Mikroblarga qarshi boshqa preparatlar	Другие противомикробные препараты	S01AX03	Ruh saqlovchi preparatlar	Цинкосодержащие препараты
					S01AX	Mikroblarga qarshi boshqa preparatlar	Другие противомикробные препараты	S01AX04	Nitrofural	Нитрофурал
					S01AX	Mikroblarga qarshi boshqa preparatlar	Другие противомикробные препараты	S01AX05	Bibrokatol	Биброкатол
					S01AX	Mikroblarga qarshi boshqa preparatlar	Другие противомикробные препараты	S01AX06	Rezorsinol	Резорцинол
					S01AX	Mikroblarga qarshi boshqa preparatlar	Другие противомикробные препараты	S01AX07	Natriy borat	Натрия борат
					S01AX	Mikroblarga qarshi boshqa preparatlar	Другие противомикробные препараты	S01AX08	Geksamidin	Гексамидин
					S01AX	Mikroblarga qarshi boshqa preparatlar	Другие противомикробные препараты	S01AX09	Xlorgeksidin	Хлоргексидин
					S01AX	Mikroblarga qarshi boshqa preparatlar	Другие противомикробные препараты	S01AX10	Natriy propionati	Натрия пропионат
					S01AX	Mikroblarga qarshi boshqa preparatlar	Другие противомикробные препараты	S01AX14	Dibrompropamidin	Дибромпропамидин
					S01AX	Mikroblarga qarshi boshqa preparatlar	Другие противомикробные препараты	S01AX15	Propamidin	Пропамидин
					S01AX	Mikroblarga qarshi boshqa preparatlar	Другие противомикробные препараты	S01AX16	Pikloksidin	Пиклоксидин
					S01AX	Mikroblarga qarshi boshqa preparatlar	Другие противомикробные препараты	S01AX18	Povidon-yod	Повидон-йод
					S01BA	Kortikosteroidlar	Кортикостероиды	S01BA01	Deksametazon	Дексаметазон
					S01BA	Kortikosteroidlar	Кортикостероиды	S01BA02	Gidrokortizon	Гидрокортизон
					S01BA	Kortikosteroidlar	Кортикостероиды	S01BA03	Kortizon	Кортизон
					S01BA	Kortikosteroidlar	Кортикостероиды	S01BA04	Prednizolon	Преднизолон
					S01BA	Kortikosteroidlar	Кортикостероиды	S01BA05	Triamsinolon	Триамцинолон
					S01BA	Kortikosteroidlar	Кортикостероиды	S01BA06	Betametazon	Бетаметазон
					S01BA	Kortikosteroidlar	Кортикостероиды	S01BA07	Ftormetolon	Фторметолон
					S01BA	Kortikosteroidlar	Кортикостероиды	S01BA08	Medrizon	Медризон
					S01BA	Kortikosteroidlar	Кортикостероиды	S01BA09	Klobetazol	Клобетазол
					S01BA	Kortikosteroidlar	Кортикостероиды	S01BA10	Alklometazon	Алклометазон
					S01BA	Kortikosteroidlar	Кортикостероиды	S01BA11	Desonid	Десонид
					S01BA	Kortikosteroidlar	Кортикостероиды	S01BA12	Formokortal	Формокортал
					S01BA	Kortikosteroidlar	Кортикостероиды	S01BA13	Rimeksolon	Римексолон
					S01BA	Kortikosteroidlar	Кортикостероиды	S01BA14	Loteprednol	Лотепреднол
					S01BA	Kortikosteroidlar	Кортикостероиды	S01BA15	Fluotsinolon atsetonidi	Флуоцинолона ацетонид
					S01BB	Kortikosteroidlar midriatik vositalar bilan majmuada 	Кортикостероиды в комбинации с мидриатическими средствами	S01BB01	Gidrokortizon midriatiklar bilan majmuada	Гидрокортизон в комбинации с мидриатиками
					S01BB	Kortikosteroidlar midriatik vositalar bilan majmuada 	Кортикостероиды в комбинации с мидриатическими средствами	S01BB02	Prednizolon midriatiklar bilan majmuada	Преднизолон в комбинации с мидриатиками
					S01BB	Kortikosteroidlar midriatik vositalar bilan majmuada 	Кортикостероиды в комбинации с мидриатическими средствами	S01BB03	Ftormetolon midriatiklar bilan majmuada	Фторметолон в комбинации с мидриатиками
					S01BB	Kortikosteroidlar midriatik vositalar bilan majmuada 	Кортикостероиды в комбинации с мидриатическими средствами	S01BB04	Betametazon midriatiklar bilan majmuada	Бетаметазон в комбинации с мидриатиками
					S01BC	Nosteroid yalligʻlanishga qarshi preparatlar	Нестероидные противовоспалительные препараты	S01BC01	Indometatsin	Индометацин
					S01BC	Nosteroid yalligʻlanishga qarshi preparatlar	Нестероидные противовоспалительные препараты	S01BC02	Oksifenbutazon	Оксифенбутазон
					S01BC	Nosteroid yalligʻlanishga qarshi preparatlar	Нестероидные противовоспалительные препараты	S01BC03	Diklofenak	Диклофенак
