Code,Code,Uz,Ru,Eng,,,,Uz,Ru,Eng,,category 
emdoc-0010-0376,305,Qurilishi (rekonstruksiyasi) tugallangan obyektni foydalanishga qabul qilishni ma’qullash to‘g‘risida xulosa,Заключение о согласовании приёмки завершённого строительством (реконструкцией) объекта в эксплуатацию,Conclusion approving acceptance of a completed construction (reconstruction) facility,,,,305 Qurilishi (rekonstruksiyasi) tugallangan obyektni foydalanishga qabul qilishni ma’qullash to‘g‘risida xulosa,305 Заключение о согласовании приёмки завершённого строительством (реконструкцией) объекта в эксплуатацию,305 Conclusion approving acceptance of a completed construction (reconstruction) facility,,Бланк
emdoc-0010-0377,306,Bezgak bo‘yicha xavfli hududlardan kelganlarni ro‘yxatga olish va “D” kuzatuviga olish jurnali,Журнал регистрации прибывших из маляроопасных зон и взятия на «Д»-наблюдение,Register of persons arriving from malaria-risk areas under dispensary observation,,,,306 Bezgak bo‘yicha xavfli hududlardan kelganlarni ro‘yxatga olish va “D” kuzatuviga olish jurnali,306 Журнал регистрации прибывших из маляроопасных зон и взятия на «Д»-наблюдение,306 Register of persons arriving from malaria-risk areas under dispensary observation,,Журнал
emdoc-0010-0378,307,Bezgak va kanali qaytalama tif uchun qon preparatlarini tekshirishni ro‘yxatga olish jurnali,Журнал регистрации исследований препаратов крови на малярию и клещевой возвратный тиф,Register of blood-smear testing for malaria and tick-borne relapsing fever,,,,307 Bezgak va kanali qaytalama tif uchun qon preparatlarini tekshirishni ro‘yxatga olish jurnali,307 Журнал регистрации исследований препаратов крови на малярию и клещевой возвратный тиф,307 Register of blood-smear testing for malaria and tick-borne relapsing fever,,Журнал
emdoc-0010-0379,308,Gelmintoz va ichak protozoalariga tekshiruvlarni ro‘yxatga olish jurnali,Журнал регистрации исследований на гельминтозы и кишечные простейшие,Register of tests for helminthiasis and intestinal protozoa,,,,308 Gelmintoz va ichak protozoalariga tekshiruvlarni ro‘yxatga olish jurnali,308 Журнал регистрации исследований на гельминтозы и кишечные простейшие,308 Register of tests for helminthiasis and intestinal protozoa,,Журнал
emdoc-0010-0380,309,Dezinfeksiya vositalari natijalarini qayd etish jurnali,Журнал учета результатов контроля дезинфицирующих средств,Register of disinfection agent control results,,,,309 Dezinfeksiya vositalari natijalarini qayd etish jurnali,309 Журнал учета результатов контроля дезинфицирующих средств,309 Register of disinfection agent control results,,Журнал
emdoc-0010-0381,310,Ultrabinafsha nurlanish darajasini o‘lchash protokoli,Протокол измерения уровня ультрафиолетового излучения,Protocol for measuring ultraviolet radiation level,,,,310 Ultrabinafsha nurlanish darajasini o‘lchash protokoli,310 Протокол измерения уровня ультрафиолетового излучения,310 Protocol for measuring ultraviolet radiation level,,Бланк
emdoc-0010-0382,311,Sanitariya-gigiyena qoidalari va epidemiyaga qarshi tartiblarni buzganlik to‘g‘risida bayonnoma,Протокол о нарушении санитарно-гигиенических правил и противоэпидемического режима,Report on violation of sanitary-hygienic and anti-epidemic rules,,,,311 Sanitariya-gigiyena qoidalari va epidemiyaga qarshi tartiblarni buzganlik to‘g‘risida bayonnoma,311 Протокол о нарушении санитарно-гигиенических правил и противоэпидемического режима,311 Report on violation of sanitary-hygienic and anti-epidemic rules,,Бланк
emdoc-0010-0383,312,Jarima solish to‘g‘risida qaror,Постановление о наложении штрафа,Decision on imposition of a fine,,,,312 Jarima solish to‘g‘risida qaror,312 Постановление о наложении штрафа,312 Decision on imposition of a fine,,Бланк
emdoc-0010-0384,313,Jarima solish to‘g‘risidagi qarorlarni ro‘yxatga olish jurnali,Журнал регистрации постановлений о наложении штрафов,Register of fine imposition decisions,,,,313 Jarima solish to‘g‘risidagi qarorlarni ro‘yxatga olish jurnali,313 Журнал регистрации постановлений о наложении штрафов,313 Register of fine imposition decisions,,Журнал
emdoc-0010-0385,314,Ma’muriy huquqbuzarlik ishini ko‘rib chiqish bayonnomasi,Протокол рассмотрения дела об административном правонарушении,Minutes of administrative offense hearing,,,,314 Ma’muriy huquqbuzarlik ishini ko‘rib chiqish bayonnomasi,314 Протокол рассмотрения дела об административном правонарушении,314 Minutes of administrative offense hearing,,Бланк
emdoc-0010-0386,315,Ishdan chetlatish to‘g‘risida taklif,Предложение об отстранении от работы,Proposal for suspension from work,,,,315 Ishdan chetlatish to‘g‘risida taklif,315 Предложение об отстранении от работы,315 Proposal for suspension from work,,Бланк
emdoc-0010-0387,316,Taqiqlash (faoliyatni to‘xtatish) to‘g‘risidagi qarorlarni ro‘yxatga olish,Журнал регистрации решений о запрете (приостановлении) деятельности,Register of decisions on prohibition (suspension) of activity,,,,316 Taqiqlash (faoliyatni to‘xtatish) to‘g‘risidagi qarorlarni ro‘yxatga olish,316 Журнал регистрации решений о запрете (приостановлении) деятельности,316 Register of decisions on prohibition (suspension) of activity,,Бланк
emdoc-0010-0388,317,Ichimlik suvini tekshirish va natijalarini qayd etish jurnali,Журнал исследования питьевой воды и регистрации результатов,Register of drinking water testing and results,,,,317 Ichimlik suvini tekshirish va natijalarini qayd etish jurnali,317 Журнал исследования питьевой воды и регистрации результатов,317 Register of drinking water testing and results,,Журнал
emdoc-0010-0389,318,Tuproq namunalarini tekshirish bo‘yicha dalolatnoma (akt),Акт отбора и исследования образцов почвы,Act of soil sampling and testing,,,,318 Tuproq namunalarini tekshirish bo‘yicha dalolatnoma (akt),318 Акт отбора и исследования образцов почвы,318 Act of soil sampling and testing,,Бланк
emdoc-0010-0390,319,Sanitariya-epidemiologik tekshiruv o‘tkazilganligi haqida dalolatnoma,Акт о проведении санитарно-эпидемиологической проверки,Act on sanitary-epidemiological inspection,,,,319 Sanitariya-epidemiologik tekshiruv o‘tkazilganligi haqida dalolatnoma,319 Акт о проведении санитарно-эпидемиологической проверки,319 Act on sanitary-epidemiological inspection,,Бланк
emdoc-0010-0391,320,Quturishga gumon qilib vafot etganlardan olingan patmaterial yo‘llanmasi,Направление патологического материала при подозрении на бешенство,Referral of pathological material for suspected rabies,,,,320 Quturishga gumon qilib vafot etganlardan olingan patmaterial yo‘llanmasi,320 Направление патологического материала при подозрении на бешенство,320 Referral of pathological material for suspected rabies,,Бланк
emdoc-0010-0392,321,Kasallik qo‘zg‘atuvchilari bilan ifloslangan materiallarni zararsizlantirishni hisobga olish jurnali,Журнал учета обеззараживания инфицированных материалов,Register of decontamination of contaminated materials,,,,321 Kasallik qo‘zg‘atuvchilari bilan ifloslangan materiallarni zararsizlantirishni hisobga olish jurnali,321 Журнал учета обеззараживания инфицированных материалов,321 Register of decontamination of contaminated materials,,Журнал
emdoc-0010-0393,322,Ozuqa muhitlarini tayyorlashni qayd etish jurnali,Журнал приготовления питательных сред,Register of culture media preparation,,,,322 Ozuqa muhitlarini tayyorlashni qayd etish jurnali,322 Журнал приготовления питательных сред,322 Register of culture media preparation,,Журнал
emdoc-0010-0394,323,Ozuqa muhitlarini avtoklavda zararsizlantirishni hisobga olish jurnali,Журнал стерилизации питательных сред (автоклавирование),Register of sterilization of culture media,,,,323 Ozuqa muhitlarini avtoklavda zararsizlantirishni hisobga olish jurnali,323 Журнал стерилизации питательных сред (автоклавирование),323 Register of sterilization of culture media,,Журнал
emdoc-0010-0395,324,Mikrobiologik tekshiruvlarni qayd etish jurnali,Журнал регистрации микробиологических исследований,Register of microbiological examinations,,,,324 Mikrobiologik tekshiruvlarni qayd etish jurnali,324 Журнал регистрации микробиологических исследований,324 Register of microbiological examinations,,Журнал
emdoc-0010-0396,325,Leyshmaniozga tekshiruvlarni ro‘yxatga olish jurnali,Журнал регистрации исследований на лейшманиоз,Register of leishmaniasis testing,,,,325 Leyshmaniozga tekshiruvlarni ro‘yxatga olish jurnali,325 Журнал регистрации исследований на лейшманиоз,325 Register of leishmaniasis testing,,Журнал
emdoc-0010-0397,326,Namunalar va ularning tekshiruv natijalarini berishni qayd etish jurnali,Журнал выдачи образцов и результатов исследований,Register of sample issuance and test results,,,,326 Namunalar va ularning tekshiruv natijalarini berishni qayd etish jurnali,326 Журнал выдачи образцов и результатов исследований,326 Register of sample issuance and test results,,Журнал
emdoc-0010-0398,327,Ochiq suv havzalari va oqava suvlarni tekshirish natijalarini qayd etish jurnali,Журнал регистрации результатов исследования открытых водоёмов и сточных вод,Register of test results for surface and wastewater,,,,327 Ochiq suv havzalari va oqava suvlarni tekshirish natijalarini qayd etish jurnali,327 Журнал регистрации результатов исследования открытых водоёмов и сточных вод,327 Register of test results for surface and wastewater,,Журнал
emdoc-0010-0399,328,Ochiq suv havzalari va oqava suvlarni tekshirish bayonnomasi,Протокол исследования открытых водоёмов и сточных вод,Protocol of surface and wastewater testing,,,,328 Ochiq suv havzalari va oqava suvlarni tekshirish bayonnomasi,328 Протокол исследования открытых водоёмов и сточных вод,328 Protocol of surface and wastewater testing,,Бланк
emdoc-0010-0400,329,Ochiq suv havzalari va oqava suvlarni mikrobiologik tekshirish jurnali,Журнал микробиологического исследования открытых водоёмов и сточных вод,Register of microbiological testing of surface and wastewater,,,,329 Ochiq suv havzalari va oqava suvlarni mikrobiologik tekshirish jurnali,329 Журнал микробиологического исследования открытых водоёмов и сточных вод,329 Register of microbiological testing of surface and wastewater,,Журнал
emdoc-0010-0401,330,Ichimlik suvini tekshirish bayonnomasi,Протокол исследования питьевой воды,Protocol of drinking water testing,,,,330 Ichimlik suvini tekshirish bayonnomasi,330 Протокол исследования питьевой воды,330 Protocol of drinking water testing,,Бланк
emdoc-0010-0402,331,Ichimlik suvini mikrobiologik tekshirishni qayd etish jurnali,Журнал микробиологического исследования питьевой воды,Register of microbiological testing of drinking water,,,,331 Ichimlik suvini mikrobiologik tekshirishni qayd etish jurnali,331 Журнал микробиологического исследования питьевой воды,331 Register of microbiological testing of drinking water,,Журнал
emdoc-0010-0403,332,Havoni tekshirish natijalarini qayd etish jurnali,Журнал регистрации результатов исследования воздуха,Register of air quality testing results,,,,332 Havoni tekshirish natijalarini qayd etish jurnali,332 Журнал регистрации результатов исследования воздуха,332 Register of air quality testing results,,Журнал
emdoc-0010-0404,333,Aholi yashash joylari havosini tekshirish bayonnomasi,Протокол исследования воздуха жилых территорий,Protocol of ambient air testing in residential areas,,,,333 Aholi yashash joylari havosini tekshirish bayonnomasi,333 Протокол исследования воздуха жилых территорий,333 Protocol of ambient air testing in residential areas,,Бланк
emdoc-0010-0405,334,Yopiq xonalar havosini tekshirish bayonnomasi,Протокол исследования воздуха закрытых помещений,Protocol of indoor air testing,,,,334 Yopiq xonalar havosini tekshirish bayonnomasi,334 Протокол исследования воздуха закрытых помещений,334 Protocol of indoor air testing,,Бланк
emdoc-0010-0406,335,Ob-havo omillarini o‘lchash bayonnomasi,Протокол измерения метеорологических факторов,Protocol for measurement of meteorological factors,,,,335 Ob-havo omillarini o‘lchash bayonnomasi,335 Протокол измерения метеорологических факторов,335 Protocol for measurement of meteorological factors,,Бланк
emdoc-0010-0407,336,Havoni mikrobiologik tekshirish jurnali,Журнал микробиологического исследования воздуха,Register of microbiological air testing,,,,336 Havoni mikrobiologik tekshirish jurnali,336 Журнал микробиологического исследования воздуха,336 Register of microbiological air testing,,Журнал
emdoc-0010-0408,337,Tuproq namunasini tekshirish natijalarini qayd etish jurnali,Журнал регистрации результатов исследования проб почвы,Register of soil sample test results,,,,337 Tuproq namunasini tekshirish natijalarini qayd etish jurnali,337 Журнал регистрации результатов исследования проб почвы,337 Register of soil sample test results,,Журнал
emdoc-0010-0409,338,Tuproq namunalarini tekshirish bayonnomasi,Протокол исследования проб почвы,Protocol of soil sample testing,,,,338 Tuproq namunalarini tekshirish bayonnomasi,338 Протокол исследования проб почвы,338 Protocol of soil sample testing,,Бланк
emdoc-0010-0410,339,Tuproqni mikrobiologik tekshirish jurnali,Журнал микробиологического исследования почвы,Register of microbiological soil testing,,,,339 Tuproqni mikrobiologik tekshirish jurnali,339 Журнал микробиологического исследования почвы,339 Register of microbiological soil testing,,Журнал
emdoc-0010-0411,340,Elektromagnit maydoni kuchlanishini o‘lchash bayonnomasi,Протокол измерения напряжённости электромагнитного поля,Protocol for measurement of electromagnetic field intensity,,,,340 Elektromagnit maydoni kuchlanishini o‘lchash bayonnomasi,340 Протокол измерения напряжённости электромагнитного поля,340 Protocol for measurement of electromagnetic field intensity,,Бланк
emdoc-0010-0412,341,Shovqin va tebranishni (vibratsiya) o‘lchash bayonnomasi,Протокол измерения шума и вибрации,Protocol for measurement of noise and vibration,,,,341 Shovqin va tebranishni (vibratsiya) o‘lchash bayonnomasi,341 Протокол измерения шума и вибрации,341 Protocol for measurement of noise and vibration,,Бланк
emdoc-0010-0413,342,Yorug‘likni o‘lchash bayonnomasi,Протокол измерения освещённости,Protocol for illumination measurement,,,,342 Yorug‘likni o‘lchash bayonnomasi,342 Протокол измерения освещённости,342 Protocol for illumination measurement,,Бланк
emdoc-0010-0414,343,Fizik omillar o‘lchov natijalarini qayd etish jurnali,Журнал регистрации результатов измерений физических факторов,Register of physical factors measurement results,,,,343 Fizik omillar o‘lchov natijalarini qayd etish jurnali,343 Журнал регистрации результатов измерений физических факторов,343 Register of physical factors measurement results,,Журнал
emdoc-0010-0415,344,Radiotexnik obyektning sanitariya pasporti,Санитарный паспорт радиотехнического объекта,Sanitary passport of a radio-technical facility,,,,344 Radiotexnik obyektning sanitariya pasporti,344 Санитарный паспорт радиотехнического объекта,344 Sanitary passport of a radio-technical facility,,Бланк
emdoc-0010-0416,345,Tayyor taom va ratsionlar kaloriyasi hamda kimyoviy tarkibini tekshirish bayonnomasi,Протокол исследования калорийности и химического состава готовых блюд и рационов,Protocol of caloric value and chemical composition testing of ready meals and rations,,,,345 Tayyor taom va ratsionlar kaloriyasi hamda kimyoviy tarkibini tekshirish bayonnomasi,345 Протокол исследования калорийности и химического состава готовых блюд и рационов,345 Protocol of caloric value and chemical composition testing of ready meals and rations,,Бланк
emdoc-0010-0417,346,Tayyor taom va ratsionlar kaloriyasi hamda kimyoviy tarkibini tekshirish natijalarini qayd etish jurnali,Журнал регистрации результатов исследования калорийности и химического состава готовых блюд и рационов,Register of test results on caloric value and chemical composition of meals and rations,,,,346 Tayyor taom va ratsionlar kaloriyasi hamda kimyoviy tarkibini tekshirish natijalarini qayd etish jurnali,346 Журнал регистрации результатов исследования калорийности и химического состава готовых блюд и рационов,346 Register of test results on caloric value and chemical composition of meals and rations,,Журнал
emdoc-0010-0418,347,Oziq-ovqat mahsulotlaridan olingan namunalarni tekshirish bayonnomasi,Протокол исследования проб пищевых продуктов,Protocol of food sample testing,,,,347 Oziq-ovqat mahsulotlaridan olingan namunalarni tekshirish bayonnomasi,347 Протокол исследования проб пищевых продуктов,347 Protocol of food sample testing,,Бланк
emdoc-0010-0419,348,Oziq-ovqat mahsuloti namunalarini tekshirish natijalarini qayd etish jurnali,Журнал регистрации результатов исследования проб пищевых продуктов,Register of food sample test results,,,,348 Oziq-ovqat mahsuloti namunalarini tekshirish natijalarini qayd etish jurnali,348 Журнал регистрации результатов исследования проб пищевых продуктов,348 Register of food sample test results,,Бланк
emdoc-0010-0420,349,Qishloq xo‘jaligi va oziq-ovqat mahsulotlarida pestitsidlar qoldig‘ini tekshirish natijalarini hisobga olish jurnali,Журнал учета результатов исследования остаточных пестицидов в сельхоз- и пищевой продукции,Register of pesticide residue test results in agri-food products,,,,349 Qishloq xo‘jaligi va oziq-ovqat mahsulotlarida pestitsidlar qoldig‘ini tekshirish natijalarini hisobga olish jurnali,349 Журнал учета результатов исследования остаточных пестицидов в сельхоз- и пищевой продукции,349 Register of pesticide residue test results in agri-food products,,Журнал
emdoc-0010-0421,350,Oziq-ovqat mahsulotlarini mikrobiologik tekshiruvlarini qayd etish jurnali,Журнал микробиологических исследований пищевых продуктов,Register of microbiological testing of food products,,,,350 Oziq-ovqat mahsulotlarini mikrobiologik tekshiruvlarini qayd etish jurnali,350 Журнал микробиологических исследований пищевых продуктов,350 Register of microbiological testing of food products,,Журнал
emdoc-0010-0422,351,Oziq-ovqat va kosmetika mahsulotlarini sanitariya-bakteriologik tekshirish bayonnomasi,Протокол санитарно-бактериологического исследования пищевых и косметических продуктов,Protocol of sanitary-bacteriological testing of food and cosmetic products,,,,351 Oziq-ovqat va kosmetika mahsulotlarini sanitariya-bakteriologik tekshirish bayonnomasi,351 Протокол санитарно-бактериологического исследования пищевых и косметических продуктов,351 Protocol of sanitary-bacteriological testing of food and cosmetic products,,Бланк
emdoc-0010-0423,352,Iste’mol uchun yaroqsiz deb topilgan oziq-ovqat mahsulotlarini savdoga chiqarishni taqiqlash qarorlarini ro‘yxatga olish jurnali,Журнал регистрации решений о запрете реализации непригодных к потреблению пищевых продуктов,Register of decisions banning sale of food deemed unfit for consumption,,,,352 Iste’mol uchun yaroqsiz deb topilgan oziq-ovqat mahsulotlarini savdoga chiqarishni taqiqlash qarorlarini ro‘yxatga olish jurnali,352 Журнал регистрации решений о запрете реализации непригодных к потреблению пищевых продуктов,352 Register of decisions banning sale of food deemed unfit for consumption,,Журнал
emdoc-0010-0424,353,Oziq-ovqat namunalarida spektrometrik o‘lchovlarni hisobga olish jurnali,Журнал учета спектрометрических измерений в пробах пищевых продуктов,Register of spectrometric measurements in food samples,,,,353 Oziq-ovqat namunalarida spektrometrik o‘lchovlarni hisobga olish jurnali,353 Журнал учета спектрометрических измерений в пробах пищевых продуктов,353 Register of spectrometric measurements in food samples,,Журнал
emdoc-0010-0425,354,Qurilish namunalarida spektrometrik o‘lchovlarni hisobga olish jurnali,Журнал учета спектрометрических измерений строительных материалов,Register of spectrometric measurements in construction samples,,,,354 Qurilish namunalarida spektrometrik o‘lchovlarni hisobga olish jurnali,354 Журнал учета спектрометрических измерений строительных материалов,354 Register of spectrometric measurements in construction samples,,Журнал
emdoc-0010-0426,355,Radiometrik oʻlchovlarni hisobga olish jurnali,Журнал учета радиометрических измерений,Register of radiometric measurements,,,,355 Radiometrik oʻlchovlarni hisobga olish jurnali,355 Журнал учета радиометрических измерений,355 Register of radiometric measurements,,Журнал
emdoc-0010-0427,356,Dozimetrik oʻlchov bayonnomasi,Протокол дозиметрических измерений,Protocol of dosimetric measurements,,,,356 Dozimetrik oʻlchov bayonnomasi,356 Протокол дозиметрических измерений,356 Protocol of dosimetric measurements,,Бланк
emdoc-0010-0428,357,Rentgen kabinetini foydalanishga qabul qilish dalolatnomasi,Акт приемки рентген-кабинета в эксплуатацию,Acceptance act for commissioning of X-ray room,,,,357 Rentgen kabinetini foydalanishga qabul qilish dalolatnomasi,357 Акт приемки рентген-кабинета в эксплуатацию,357 Acceptance act for commissioning of X-ray room,,Бланк
emdoc-0010-0429,358,Oʻtkazilgan radiometrik oʻlchov bayonnomasi,Протокол проведённых радиометрических измерений,Protocol of performed radiometric measurements,,,,358 Oʻtkazilgan radiometrik oʻlchov bayonnomasi,358 Протокол проведённых радиометрических измерений,358 Protocol of performed radiometric measurements,,Бланк
emdoc-0010-0430,359,Rentgen kabinetida nurlardan himoya vositalarini tekshirish bayonnomasi,Протокол проверки средств радиационной защиты в рентген-кабинете,Protocol for inspection of radiation protection in X-ray room,,,,359 Rentgen kabinetida nurlardan himoya vositalarini tekshirish bayonnomasi,359 Протокол проверки средств радиационной защиты в рентген-кабинете,359 Protocol for inspection of radiation protection in X-ray room,,Бланк
emdoc-0010-0431,360,Dozimetrik oʻlchovlarni hisobga olish jurnali,Журнал учета дозиметрических измерений,Register of dosimetric measurements,,,,360 Dozimetrik oʻlchovlarni hisobga olish jurnali,360 Журнал учета дозиметрических измерений,360 Register of dosimetric measurements,,Журнал
emdoc-0010-0432,361,Tadbirkorlik subyektining sanitariya-epidemiologik osoyishtalik belgisi,Знак санитарно-эпидемиологического благополучия субъекта предпринимательства,Sanitary-epidemiological compliance badge for business entity,,,,361 Tadbirkorlik subyektining sanitariya-epidemiologik osoyishtalik belgisi,361 Знак санитарно-эпидемиологического благополучия субъекта предпринимательства,361 Sanitary-epidemiological compliance badge for business entity,,Бланк
emdoc-0010-0433,362,Polimer va boshqa materiallardan olingan namunalarni toksikologik tekshiruvini roʻyxatga olish jurnali,Журнал регистрации токсикологических исследований образцов из полимерных и иных материалов,Register of toxicological testing of polymer and other material samples,,,,362 Polimer va boshqa materiallardan olingan namunalarni toksikologik tekshiruvini roʻyxatga olish jurnali,362 Журнал регистрации токсикологических исследований образцов из полимерных и иных материалов,362 Register of toxicological testing of polymer and other material samples,,Журнал
emdoc-0010-0434,363,Polimer va boshqa materiallardan tayyorlangan mahsulotlarni tekshirish bayonnomasi,Протокол исследования изделий из полимерных и иных материалов,Protocol of testing products made from polymers and other materials,,,,363 Polimer va boshqa materiallardan tayyorlangan mahsulotlarni tekshirish bayonnomasi,363 Протокол исследования изделий из полимерных и иных материалов,363 Protocol of testing products made from polymers and other materials,,Бланк
emdoc-0010-0435,364,Toksikologik tekshiruvlarni roʻyxatga olish jurnali,Журнал регистрации токсикологических исследований,Register of toxicological examinations,,,,364 Toksikologik tekshiruvlarni roʻyxatga olish jurnali,364 Журнал регистрации токсикологических исследований,364 Register of toxicological examinations,,Журнал
emdoc-0010-0436,365,Virusologik tekshiruvlarni qayd etish jurnali,Журнал регистрации вирусологических исследований,Register of virological examinations,,,,365 Virusologik tekshiruvlarni qayd etish jurnali,365 Журнал регистрации вирусологических исследований,365 Register of virological examinations,,Журнал
emdoc-0010-0437,366,Sanitariya-virusologik nazoratni ro‘yxatga olish va natijalarini qayd etish jurnali,Журнал регистрации и результатов санитарно-вирусологического контроля,Register of sanitary-virological control and results,,,,366 Sanitariya-virusologik nazoratni ro‘yxatga olish va natijalarini qayd etish jurnali,366 Журнал регистрации и результатов санитарно-вирусологического контроля,366 Register of sanitary-virological control and results,,Журнал
emdoc-0010-0438,367,Dori-darmonlar va dorixona idishlarini mikrobiologik tekshirishni qayd etish jurnali,Журнал микробиологического контроля лекарств и аптечной тары,Register of microbiological testing of medicines and pharmacy containers,,,,367 Dori-darmonlar va dorixona idishlarini mikrobiologik tekshirishni qayd etish jurnali,367 Журнал микробиологического контроля лекарств и аптечной тары,367 Register of microbiological testing of medicines and pharmacy containers,,Журнал
emdoc-0010-0439,368,Konservalarni mikrobiologik tekshirish jurnali,Журнал микробиологического исследования консервов,Register of microbiological testing of canned foods,,,,368 Konservalarni mikrobiologik tekshirish jurnali,368 Журнал микробиологического исследования консервов,368 Register of microbiological testing of canned foods,,Журнал
emdoc-0010-0440,369,Serologik tekshiruvlarni qayd etish jurnali,Журнал регистрации серологических исследований,Register of serological examinations,,,,369 Serologik tekshiruvlarni qayd etish jurnali,369 Журнал регистрации серологических исследований,369 Register of serological examinations,,Журнал
emdoc-0010-0441,370,Namunalarni sanitariya-bakteriologik tekshirish bayonnomasi,Протокол санитарно-бактериологического исследования проб,Protocol of sanitary-bacteriological testing of samples,,,,370 Namunalarni sanitariya-bakteriologik tekshirish bayonnomasi,370 Протокол санитарно-бактериологического исследования проб,370 Protocol of sanitary-bacteriological testing of samples,,Бланк
emdoc-0010-0442,371,Bo‘g‘ma kasalligini mikrobiologik tekshirish,Микробиологическое исследование на дифтерию,Microbiological examination for diphtheria,,,,371 Bo‘g‘ma kasalligini mikrobiologik tekshirish,371 Микробиологическое исследование на дифтерию,371 Microbiological examination for diphtheria,,Бланк
emdoc-0010-0443,372,Ko‘kyo‘talni mikrobiologik tekshirish,Микробиологическое исследование на коклюш,Microbiological examination for whooping cough,,,,372 Ko‘kyo‘talni mikrobiologik tekshirish,372 Микробиологическое исследование на коклюш,372 Microbiological examination for whooping cough,,Бланк
emdoc-0010-0444,373,Meningokokklarni mikrobiologik tekshirish,Микробиологическое исследование менингококков,Microbiological examination of meningococci,,,,373 Meningokokklarni mikrobiologik tekshirish,373 Микробиологическое исследование менингококков,373 Microbiological examination of meningococci,,Бланк
emdoc-0010-0445,374,Patogen stafilokokk tashuvchanligini tekshirish,Исследование на носительство патогенного стафилококка,Examination for carriage of pathogenic staphylococcus,,,,374 Patogen stafilokokk tashuvchanligini tekshirish,374 Исследование на носительство патогенного стафилококка,374 Examination for carriage of pathogenic staphylococcus,,Бланк
emdoc-0010-0446,375,Xirurgik materiallarni sterillikka tekshirish,Исследование хирургических материалов на стерильность,Sterility testing of surgical materials,,,,375 Xirurgik materiallarni sterillikka tekshirish,375 Исследование хирургических материалов на стерильность,375 Sterility testing of surgical materials,,Бланк
emdoc-0010-0447,376,Qonni sterillikka tekshirishni qayd etish jurnali,Журнал регистрации исследований крови на стерильность,Register of blood sterility testing,,,,376 Qonni sterillikka tekshirishni qayd etish jurnali,376 Журнал регистрации исследований крови на стерильность,376 Register of blood sterility testing,,Журнал
emdoc-0010-0448,377,Tashqi muhit anjomlaridan olingan surtma namunalarini tekshirish bayonnomasi,Протокол исследования смывов с объектов внешней среды,Protocol of environmental swab testing,,,,377 Tashqi muhit anjomlaridan olingan surtma namunalarini tekshirish bayonnomasi,377 Протокол исследования смывов с объектов внешней среды,377 Protocol of environmental swab testing,,Бланк
emdoc-0010-0449,378,Surtmalarda o‘tkazilgan mikrobiologik tekshiruvlarni qayd etish jurnali,Журнал микробиологических исследований смывов,Register of microbiological testing of swabs,,,,378 Surtmalarda o‘tkazilgan mikrobiologik tekshiruvlarni qayd etish jurnali,378 Журнал микробиологических исследований смывов,378 Register of microbiological testing of swabs,,Журнал
emdoc-0010-0450,379,Qon so‘ruvchi bo‘g‘imoyoqlilarga qarshi dezinseksiya ishlarini hisobga olish jurnali,Журнал учета работ по борьбе с кровососущими членистоногими,Register of control measures against blood-sucking arthropods,,,,379 Qon so‘ruvchi bo‘g‘imoyoqlilarga qarshi dezinseksiya ishlarini hisobga olish jurnali,379 Журнал учета работ по борьбе с кровососущими членистоногими,379 Register of control measures against blood-sucking arthropods,,Журнал
emdoc-0010-0451,380,Entomofauna va kanalar bo‘yicha fenologik kuzatuvlarni hisobga olish,Учет основных фенологических наблюдений энтомофауны и клещей,Register of phenological observations of entomofauna and ticks,,,,380 Entomofauna va kanalar bo‘yicha fenologik kuzatuvlarni hisobga olish,380 Учет основных фенологических наблюдений энтомофауны и клещей,380 Register of phenological observations of entomofauna and ticks,,Журнал
emdoc-0010-0452,381,Entomofauna va kanalar sonining mavsumiy o‘zgarishini hisobga olish,Учет сезонной численности энтомофауны и клещей,Register of seasonal population dynamics of entomofauna and ticks,,,,381 Entomofauna va kanalar sonining mavsumiy o‘zgarishini hisobga olish,381 Учет сезонной численности энтомофауны и клещей,381 Register of seasonal population dynamics of entomofauna and ticks,,Журнал
emdoc-0010-0453,382,Jamlama bildirishnoma bo‘g‘imoyoqlilar mavsumiy tur tarkibi,Сводная ведомость сезонного видового состава членистоногих,Consolidated report on seasonal species composition of arthropods,,,,382 Jamlama bildirishnoma bo‘g‘imoyoqlilar mavsumiy tur tarkibi,382 Сводная ведомость сезонного видового состава членистоногих,382 Consolidated report on seasonal species composition of arthropods,,Журнал
emdoc-0010-0454,383,Sanitariya-gelmintologik tekshiruvlarni ro‘yxatga olish jurnali,Журнал регистрации санитарно-гельминтологических исследований,Register of sanitary-helminthological examinations,,,,383 Sanitariya-gelmintologik tekshiruvlarni ro‘yxatga olish jurnali,383 Журнал регистрации санитарно-гельминтологических исследований,383 Register of sanitary-helminthological examinations,,Журнал
emdoc-0010-0455,384,Bezgak va kanali qaytalama tif bo‘yicha musbat qon preparatlarini nazorat tekshiruvini qayd etish jurnali,Журнал контрольной проверки положительных препаратов крови при малярии и клещевом возвратном тифе,Register of control review of positive blood smears for malaria and tick-borne relapsing fever,,,,384 Bezgak va kanali qaytalama tif bo‘yicha musbat qon preparatlarini nazorat tekshiruvini qayd etish jurnali,384 Журнал контрольной проверки положительных препаратов крови при малярии и клещевом возвратном тифе,384 Register of control review of positive blood smears for malaria and tick-borne relapsing fever,,Журнал
